Time,bitfinex,bitflyer,bitstamp,btcchina,btce,huobi,lakebtc,mtgox,okcoin,others
2013-02-01 00:00:00 UTC,,,3503.83131,1181.805,2820.110664,,,55952.6425,,5647.10401
2013-02-02 00:00:00 UTC,,,4786.977974,1987.183,3148.242471,,,94056.68436,,4978.07831
2013-02-03 00:00:00 UTC,,,2479.421644,939.859,2938.616579,,,36553.87082,,2730.330872
2013-02-04 00:00:00 UTC,,,4506.951134,964.923,2008.992654,,,64483.4395,,2589.303419
2013-02-05 00:00:00 UTC,,,3193.307704,579.943,1508.708262,,,34934.55444,,4402.557326
2013-02-06 00:00:00 UTC,,,3424.260011,1525.308,4275.915875,,,58796.94283,,4655.163443
2013-02-07 00:00:00 UTC,,,6307.576563,1280.951,3362.973178,,,73211.77472,,7694.376893
2013-02-08 00:00:00 UTC,,,2801.665954,1187.192,1824.087722,,,57831.96213,,4603.873799
2013-02-09 00:00:00 UTC,,,2134.078974,1894.371,2110.691243,,,43588.3571,,4078.398796
2013-02-10 00:00:00 UTC,,,2194.811363,1505.414,2181.241292,,,61394.74081,,3545.657474
2013-02-11 00:00:00 UTC,,,2978.347298,787.959,3454.200257,,,38739.00758,,6773.528345
2013-02-12 00:00:00 UTC,,,8534.233954,2573.134,4089.772971,,,89768.31866,,8835.909813
2013-02-13 00:00:00 UTC,,,3983.639153,1547.897,3581.783269,,,106626.5209,,9867.917745
2013-02-14 00:00:00 UTC,,,9037.092433,1798.206,4486.298763,,,158966.8354,,9153.200676
2013-02-15 00:00:00 UTC,,,1265.845008,842.605,3912.135625,,,60098.459,,4373.596062
2013-02-16 00:00:00 UTC,,,2782.389487,970.974,3454.869721,,,21693.55823,,2191.70904
2013-02-17 00:00:00 UTC,,,7942.000112,1426.175,3338.412164,,,84233.62775,,5122.041765
2013-02-18 00:00:00 UTC,,,3103.541936,970.296,2234.585151,,,36164.87528,,4364.666515
2013-02-19 00:00:00 UTC,,,9541.051772,3316.16,5116.111173,,,111941.8767,,8632.001204
2013-02-20 00:00:00 UTC,,,3832.393223,1904.207,3010.230867,,,45048.81355,,4883.019976
2013-02-21 00:00:00 UTC,,,3576.112024,2544.405,2935.149577,,,40510.48153,,13123.91668
2013-02-22 00:00:00 UTC,,,6182.202274,2999.778,3997.142792,,,77689.61098,,9103.617185
2013-02-23 00:00:00 UTC,,,3865.848259,3850.387,5147.218317,,,81799.27797,,7237.989277
2013-02-24 00:00:00 UTC,,,1590.77752,1464.112,1621.962154,,,29251.81422,,4682.930121
2013-02-25 00:00:00 UTC,,,1564.848678,1932.279,1739.559092,,,32164.03575,,5048.645032
2013-02-26 00:00:00 UTC,,,5071.901744,1836.257,1972.28359,,,52452.55715,,8213.72169
2013-02-27 00:00:00 UTC,,,3168.544415,317.805,4695.484972,,,36529.0807,,5551.734976
2013-02-28 00:00:00 UTC,,,6726.874325,3615.439,6050.885509,,,139660.067,,11093.1756
2013-03-01 00:00:00 UTC,,,3666.425829,2240.441,2198.204115,,,50367.48764,,7906.0986
2013-03-02 00:00:00 UTC,,,2128.57214,1983.461,1505.289888,,,40059.18051,,3533.52078
2013-03-03 00:00:00 UTC,,,1136.626083,1245.765,1700.423482,,,16162.33842,,4781.479127
2013-03-04 00:00:00 UTC,,,6165.244721,2067.755,5035.221132,,,57200.18032,,9942.375663
2013-03-05 00:00:00 UTC,,,6476.19221,5237.37,4456.640218,,,98805.10471,,13445.28542
2013-03-06 00:00:00 UTC,,,10298.43893,8461.189,6210.307182,,,154134.224,,16931.56512
2013-03-07 00:00:00 UTC,,,16259.06198,8114.125,5825.616504,,,185571.2274,,11382.01344
2013-03-08 00:00:00 UTC,,,4388.759446,2142.622,1461.221619,,,57041.46998,,7871.491454
2013-03-09 00:00:00 UTC,,,3829.21996,4425,2280.614103,,,51575.27207,,5227.758808
2013-03-10 00:00:00 UTC,917.201456,,1252.097714,3098.986,3175.77313,,,41399.38128,,4525.177932
2013-03-11 00:00:00 UTC,645.7141052,,3400.785946,3331.797,4385.605926,,,48562.4234,,5898.395536
2013-03-12 00:00:00 UTC,3629.698087,,11195.69562,7309.842,7608.983817,,,208773.6589,,14524.00196
2013-03-13 00:00:00 UTC,1604.519385,,3290.234405,2246.209,5885.697473,,,57559.26543,,6677.134455
2013-03-14 00:00:00 UTC,2130.775606,,3527.687091,2137.691,3817.029351,,,46775.17438,,8040.775039
2013-03-15 00:00:00 UTC,778.4770492,,1063.764438,1474.197,2859.614547,,,23501.59783,,5977.59175
2013-03-16 00:00:00 UTC,957.3390017,,909.7556343,1594.52,2700.438675,,,18318.94351,,4241.371813
2013-03-17 00:00:00 UTC,636.9555619,,1102.960298,926.974,3797.657529,,,16671.33298,,3023.461434
2013-03-18 00:00:00 UTC,2944.224435,,5924.103027,2055.349,6870.660366,,,72566.26195,,8640.941435
2013-03-19 00:00:00 UTC,4104.214194,,9303.9379,4478.581,10024.51093,,,123842.3436,,19776.17814
2013-03-20 00:00:00 UTC,4026.307454,,8546.006802,2827.829,6130.997707,,,102758.6566,,13198.85254
2013-03-21 00:00:00 UTC,4604.850089,,9864.56711,6935.883,9264.112305,,,105517.7488,,17134.49131
2013-03-22 00:00:00 UTC,3163.619848,,5457.744288,5023.343,5936.726901,,,86066.7378,,17081.03222
2013-03-23 00:00:00 UTC,6093.754906,,13092.94728,12096.284,5835.858216,,,159818.3053,,17849.27561
2013-03-24 00:00:00 UTC,1012.95676,,3627.694804,3493.087,4033.207959,,,46587.67404,,8920.497314
2013-03-25 00:00:00 UTC,2312.69689,,8198.252314,4723.63,4846.015247,,,91363.93853,,14169.71389
2013-03-26 00:00:00 UTC,4109.593486,,6748.681119,4654.004,4561.437923,,,62876.72066,,11973.72113
2013-03-27 00:00:00 UTC,3749.992783,,6073.079583,9395.984,6381.100636,,,85621.41816,,21244.05078
2013-03-28 00:00:00 UTC,5470.504856,,9823.473358,10027.348,12112.98184,,,164223.791,,27985.30385
2013-03-29 00:00:00 UTC,4846.965342,,6658.416937,8064.631,3599.984118,,,97284.78667,,11337.96248
2013-03-30 00:00:00 UTC,2109.30664,,1799.520755,2904.684,3399.708231,,,41964.01921,,4615.403453
2013-03-31 00:00:00 UTC,1456.234047,,2003.817698,1406.89,2296.67771,,,23760.93881,,4728.23978
2013-04-01 00:00:00 UTC,5224.401313,,6540.705268,7801.958,12341.53965,,,103836.5717,,12000.44005
2013-04-02 00:00:00 UTC,8376.527478,,6441.039003,7544.464,14169.09208,,,98275.72257,,19043.93659
2013-04-03 00:00:00 UTC,12996.24507,,15003.9485,12519.513,22585.19246,,,184768.6515,,36932.58273
2013-04-04 00:00:00 UTC,6981.668305,,7265.273001,5933.622,8336.537068,,,105274.4471,,18237.16004
2013-04-05 00:00:00 UTC,5234.882203,,7564.277722,2230.2,10200.70262,,,80994.86101,,16983.36498
2013-04-06 00:00:00 UTC,2009.128625,,3504.273954,2431.273,7200.994719,,,24580.52766,,9326.408715
2013-04-07 00:00:00 UTC,3725.067645,,5873.684072,4389.37,9431.046371,,,72087.3969,,17606.94611
2013-04-08 00:00:00 UTC,10895.82741,,13411.06324,8544.747,14427.57947,,,135713.8654,,26675.08233
2013-04-09 00:00:00 UTC,6073.373146,,11211.78878,9741.375,12669.41594,,,130192.7404,,26320.42407
2013-04-10 00:00:00 UTC,16070.64274,,6469.372503,18126.005,11329.21273,,,234795.6414,,76001.40509
2013-04-11 00:00:00 UTC,16914.65632,,37056.4002,14829.018,66765.48881,,,147521.8058,,95983.80243
2013-04-12 00:00:00 UTC,38693.9553,,29095.90819,16888.874,75716.3101,,,668167.6983,,77264.86697
2013-04-13 00:00:00 UTC,23866.67705,,16830.84314,13221.76,36379.32431,,,275749.6798,,17882.35404
2013-04-14 00:00:00 UTC,16437.21966,,5777.573331,7867.205,16380.56716,,,185924.1679,,9409.648201
2013-04-15 00:00:00 UTC,16393.12856,,19578.12872,13405.855,31213.11825,,,274617.6116,,16106.76951
2013-04-16 00:00:00 UTC,26092.54323,,35613.14107,28679.036,63931.11747,,,667392.1112,,29147.63461
2013-04-17 00:00:00 UTC,20016.46739,,30854.42412,18719.036,40379.00183,,,381137.7301,,25103.32268
2013-04-18 00:00:00 UTC,8362.104655,,16527.45972,13492.988,20838.69208,,,199960.7087,,7792.895077
2013-04-19 00:00:00 UTC,20883.25111,,25498.95205,20857.18,35246.67045,,,296625.2739,,11441.6745
2013-04-20 00:00:00 UTC,6502.719277,,7474.814248,5013.883,11326.63343,,,82030.37776,,3800.951554
2013-04-21 00:00:00 UTC,11539.05619,,16152.33263,17364.573,20687.22546,,,115031.3169,,7062.653932
2013-04-22 00:00:00 UTC,7053.397117,,5568.823642,4707.681,7557.574965,,,66287.78479,,3324.258661
2013-04-23 00:00:00 UTC,11566.57797,,13391.87056,10481.513,15842.51314,,,137655.5095,,7704.276283
2013-04-24 00:00:00 UTC,25884.62525,,21232.85034,20971.044,28954.59064,,,257922.8588,,11125.55741
2013-04-25 00:00:00 UTC,21589.72101,,15137.15285,11516.181,20486.40618,,,213547.6887,,7246.941578
2013-04-26 00:00:00 UTC,13279.17947,,10688.92109,13588.334,17886.06264,,,145467.3812,,3536.114655
2013-04-27 00:00:00 UTC,7773.997323,,6686.075088,4382.228,10522.88798,,,66034.74869,,1726.241594
2013-04-28 00:00:00 UTC,7222.090083,,5136.525501,2473.899,6197.58638,,,31317.35282,,1223.709972
2013-04-29 00:00:00 UTC,9491.692087,,10485.46214,6643.048,11611.01002,,,78150.59018,,2555.126469
2013-04-30 00:00:00 UTC,10916.45401,,8465.297181,4398.012,10025.76691,,,73615.4895,,2564.438394
2013-05-01 00:00:00 UTC,23869.0626,,21104.90213,10666.047,23893.6311,,,210972.0403,,6274.584607
2013-05-02 00:00:00 UTC,29911.74204,,21725.1336,16114.647,33888.60598,,,263749.5105,,6968.408307
2013-05-03 00:00:00 UTC,32551.05153,,26863.56445,15848.851,34730.66352,,,276007.4735,,7444.775278
2013-05-04 00:00:00 UTC,15470.54032,,15910.12808,13956.594,23467.04645,,,145554.5402,,3163.345822
2013-05-05 00:00:00 UTC,13363.78071,,9033.941778,9421.737,9828.681861,,,95843.27255,,1985.242306
2013-05-06 00:00:00 UTC,12263.03082,,17251.55561,9851.468,17354.26,,,162226.9402,,4425.346036
2013-05-07 00:00:00 UTC,15053.73044,,14941.55264,7026.855,17669.89353,,,152845.7832,,3270.702342
2013-05-08 00:00:00 UTC,8804.378239,,8261.640642,1059.472,7986.509142,,,76642.09611,,2415.656211
2013-05-09 00:00:00 UTC,3991.567867,,6725.708427,3338.408,4336.356882,,,32463.93134,,2301.607657
2013-05-10 00:00:00 UTC,7579.663837,,10480.13512,9484.195,9139.798957,,,88263.90345,,3805.279694
2013-05-11 00:00:00 UTC,3841.937087,,4692.104967,2353.634,3710.004563,,,30795.06814,,1066.377278
2013-05-12 00:00:00 UTC,2745.733408,,3365.632522,2332.211,3507.752802,,,23000.37384,,1557.000466
2013-05-13 00:00:00 UTC,2590.84616,,3339.849238,2113.656,4689.841891,,,30491.53493,,2377.286558
2013-05-14 00:00:00 UTC,9787.138032,,12120.00784,3236.729,8411.429726,,,101457.075,,4048.464288
2013-05-15 00:00:00 UTC,9324.260079,,10914.51829,7620.777,13608.09939,,,131658.5319,,4877.069407
2013-05-16 00:00:00 UTC,4796.423981,,7515.761663,2962.591,4873.938955,,,53397.86303,,3879.477017
2013-05-17 00:00:00 UTC,5107.83676,,9721.360895,4671.434,8733.898336,,,95710.90278,,3628.035975
2013-05-18 00:00:00 UTC,2168.448581,,3906.230902,3296.224,3446.563976,,,27698.27883,,1701.932928
2013-05-19 00:00:00 UTC,1327.452395,,4800.361432,2194.207,3533.890111,,,22738.94024,,1073.419964
2013-05-20 00:00:00 UTC,881.0578576,,4541.309886,1991.023,3039.411676,,,23279.00051,,2234.391265
2013-05-21 00:00:00 UTC,1897.548393,,3656.254723,1531.932,4496.803863,,,18468.97071,,2458.669401
2013-05-22 00:00:00 UTC,2360.34984,,7275.604712,2691.156,4525.928743,,,23127.05963,,2796.930679
2013-05-23 00:00:00 UTC,4024.65733,,10212.79546,3961.675,3492.619532,,,27618.80483,,2957.7198
2013-05-24 00:00:00 UTC,7965.536714,,13193.58203,5735.92,7724.82545,,,60844.00698,,3986.752653
2013-05-25 00:00:00 UTC,2715.805613,,5146.705199,3607.856,3609.176938,,,19986.91199,,1785.180693
2013-05-26 00:00:00 UTC,2883.230136,,3916.064675,3456.215,3723.077146,,,26016.43936,,1421.794761
2013-05-27 00:00:00 UTC,3535.315365,,7413.811806,3384.306,5474.814923,,,58365.52896,,3273.53419
2013-05-28 00:00:00 UTC,2584.017189,,4198.18031,4116.171,3111.607574,,,28418.3351,,2837.268486
2013-05-29 00:00:00 UTC,3558.616563,,9946.839237,2178.745,3393.902794,,,24855.67803,,2884.344544
2013-05-30 00:00:00 UTC,4729.102657,,9432.356132,2297.353,4164.705506,,,28559.13849,,2191.756735
2013-05-31 00:00:00 UTC,2267.478707,,5633.948496,1591.646,2579.11877,,,19655.52147,,2590.508431
2013-06-01 00:00:00 UTC,815.1117393,,3406.485173,1407.896,1840.689833,,,8014.123759,,1626.322975
2013-06-02 00:00:00 UTC,11892.97161,,15138.12901,6998.918,8627.018709,,,114414.7045,,3107.617882
2013-06-03 00:00:00 UTC,4750.351646,,8850.29223,4012.885,5653.610532,,,37681.89617,,3087.630624
2013-06-04 00:00:00 UTC,5195.531712,,7166.109534,3662.478,3264.949612,,,30124.2662,,2099.290949
2013-06-05 00:00:00 UTC,1435.872281,,4733.026949,2090.72,3339.293891,,,20504.6072,,2430.167419
2013-06-06 00:00:00 UTC,1260.707375,,2644.305691,1763.09,1444.024029,,,27446.94325,,2705.225572
2013-06-07 00:00:00 UTC,9638.209809,,17150.8808,8114.081,8549.15492,,,80043.5949,,4398.967049
2013-06-08 00:00:00 UTC,1943.222318,,5055.007114,3607.496,5182.404258,,,22198.24578,,2865.941995
2013-06-09 00:00:00 UTC,15769.87202,,30734.49889,15510.732,18155.72866,,,178209.4391,,6523.297913
2013-06-10 00:00:00 UTC,9456.966566,,13536.55841,5615.236,7871.258136,,,72079.83773,,3633.692201
2013-06-11 00:00:00 UTC,3419.508262,,5234.35334,1919.78,4143.820218,,,20784.18133,,3780.780918
2013-06-12 00:00:00 UTC,4657.073811,,7612.620553,1674.549,4355.254856,,,22229.02494,0.005,3084.837563
2013-06-13 00:00:00 UTC,5813.817441,,8047.280501,2860.277,5973.122035,,,39170.52782,0.006,2726.185066
2013-06-14 00:00:00 UTC,5295.678984,,10698.41201,4244.79,5742.748898,,,42015.51507,0.07,3255.555988
2013-06-15 00:00:00 UTC,2397.848889,,4243.407718,4056.131,3035.380071,,,27680.52869,,1916.720976
2013-06-16 00:00:00 UTC,1192.210172,,3089.734628,1526.506,1898.016055,,,11067.58267,,1127.37023
2013-06-17 00:00:00 UTC,1286.440208,,4593.867299,1423.504,2276.46182,,,19599.70503,,2256.687709
2013-06-18 00:00:00 UTC,6069.104178,,10874.7433,5133.739,8136.497815,,,67950.06657,,4243.695476
2013-06-19 00:00:00 UTC,2830.34656,,5483.535733,2371.987,4509.845659,,,20740.31612,22.007,2285.434673
2013-06-20 00:00:00 UTC,5580.156453,,9088.525476,4070.18,4624.662767,,,48990.73722,48.799,3370.270814
2013-06-21 00:00:00 UTC,5584.193995,,12331.663,4518.919,7140.781561,,,47827.56987,259.901,4170.900912
2013-06-22 00:00:00 UTC,1390.418392,,3350.325571,1915.146,5613.813884,,,8867.085819,621.422,1603.973588
2013-06-23 00:00:00 UTC,796.2981048,,1977.392706,2100.728,4400.965876,,,12762.48846,431.736,1235.160952
2013-06-24 00:00:00 UTC,2801.047002,,9702.68839,7664.253,7447.395546,,,36261.39971,509.399,3041.642608
2013-06-25 00:00:00 UTC,3395.164344,,5294.051796,2372.218,5475.824548,,,99301.99665,498.394,2913.055335
2013-06-26 00:00:00 UTC,1466.127902,,4940.407779,2510.674,1488.836032,,,17324.80089,421.872,2567.442724
2013-06-27 00:00:00 UTC,1085.474733,,4937.416754,2086.404,2423.100569,,,18281.77865,388.622,3110.12245
2013-06-28 00:00:00 UTC,7594.032282,,18270.52705,5311.191,6429.837908,,,60716.14753,358.676,4330.137383
2013-06-29 00:00:00 UTC,1766.186361,,2913.085717,3090.379,2592.846462,,,29679.4163,326.061,2015.912098
2013-06-30 00:00:00 UTC,525.5426988,,2390.674413,2409.259,2868.038818,,,10474.17285,536.96,1742.375856
2013-07-01 00:00:00 UTC,10021.30521,,20854.46869,6152.73,12923.13772,,,59850.73802,639.733,4515.138774
2013-07-02 00:00:00 UTC,3732.32848,,12666.39149,3951.867,6458.951966,,,31434.9212,581.537,4255.483428
2013-07-03 00:00:00 UTC,8688.243453,,20740.88553,5855.911,10200.12825,,,89672.38047,558.788,5730.197093
2013-07-04 00:00:00 UTC,7081.448392,,21867.03988,8765.781,14119.43668,,,78014.99786,602.05,5651.571039
2013-07-05 00:00:00 UTC,13816.96118,,32935.36593,9034.779,17736.57372,,,108846.8378,544.773,4772.620302
2013-07-06 00:00:00 UTC,10426.96531,,17245.95828,8864.493,8038.312763,,,46060.95548,497.102,3880.351766
2013-07-07 00:00:00 UTC,4403.96884,,6858.522318,3799.405,5490.266264,,,49644.61173,577.134,2596.919653
2013-07-08 00:00:00 UTC,8789.767706,,18669.578,9841.704,9995.545796,,,69227.98104,590.282,4970.731926
2013-07-09 00:00:00 UTC,7041.325361,,15852.50988,4311.254,7063.443233,,,39254.21867,612.152,4050.491199
2013-07-10 00:00:00 UTC,10374.85242,,26873.36212,7141.096,9755.114078,,,70228.79622,665.51,4794.595289
2013-07-11 00:00:00 UTC,7510.966126,,17097.50299,9236.382,7693.331324,,,40774.34111,611.698,4018.034003
2013-07-12 00:00:00 UTC,15077.54109,,31892.95485,13823.916,15379.31534,,,117910.0173,1775.991,6116.585882
2013-07-13 00:00:00 UTC,4116.227969,,5881.313768,6686.208,6403.137391,,,38206.90441,1515.189,2551.383905
2013-07-14 00:00:00 UTC,2380.351401,,5199.338229,3652.815,2600.151493,,,13935.58323,1017.643,1230.268691
2013-07-15 00:00:00 UTC,5898.457136,,12908.32964,6316.901,5486.072085,,,37820.44648,1181.349,3761.955899
2013-07-16 00:00:00 UTC,2092.358531,,8739.08956,5710.668,3866.621054,,,24679.34859,1286.379,3259.530143
2013-07-17 00:00:00 UTC,2046.727467,,7342.030876,3822.054,3561.003973,,,23384.44431,1017.963,3100.895324
2013-07-18 00:00:00 UTC,7708.734833,,21361.62417,11371.3,7769.262603,,,70069.21418,2317.262,5082.999179
2013-07-19 00:00:00 UTC,4794.183162,,8689.960752,4919.204,3166.222893,,,30790.09347,1432.209,3315.140641
2013-07-20 00:00:00 UTC,1301.922373,,4451.382617,1909.847,2017.075512,,,10905.12973,653.056,1664.6219
2013-07-21 00:00:00 UTC,2113.512412,,2906.196745,3546.23,1851.054112,,,10406.16969,613.502,1500.936548
2013-07-22 00:00:00 UTC,1354.67793,,7664.914691,2487.334,2255.033601,,,12388.93919,651.361,3685.592908
2013-07-23 00:00:00 UTC,3368.915234,,12818.86425,4724.917,4127.937697,,,33915.97891,860.359,4986.038198
2013-07-24 00:00:00 UTC,1618.342667,,9049.176793,2102.962,2897.965036,,,18308.49146,799.735,3242.613439
2013-07-25 00:00:00 UTC,3345.368863,,10384.33351,2915.192,4144.307536,,,27644.0178,630.154,4014.204018
2013-07-26 00:00:00 UTC,973.5339016,,6479.083451,2582.166,4277.535771,,,13927.8848,677.786,3565.996354
2013-07-27 00:00:00 UTC,1427.284037,,3489.15397,3711.875,2688.210163,,,16110.51209,722.962,2040.807818
2013-07-28 00:00:00 UTC,3411.0676,,7294.352962,3881.344,3908.282457,,,49380.06923,702.819,1916.505821
2013-07-29 00:00:00 UTC,2712.340327,,10250.8406,5733.586,5085.52525,,,30643.65924,1157.051,3843.299167
2013-07-30 00:00:00 UTC,3558.877746,,11695.36757,5057.049,4683.47066,,,36456.89021,916.177,6589.034234
2013-07-31 00:00:00 UTC,5708.720222,,16542.85568,8002.711,8051.063852,,,58087.27522,1399.839,5380.940601
2013-08-01 00:00:00 UTC,3534.333344,,7832.160505,5065.988,3683.698557,,,17617.37469,1127.727,4266.325013
2013-08-02 00:00:00 UTC,5444.953172,,15167.1352,5436.032,4702.349835,,,32780.5146,914.039,4188.454749
2013-08-03 00:00:00 UTC,2406.712663,,4499.209064,3425.718,2141.417863,,,9516.283593,1094.332,2148.913819
2013-08-04 00:00:00 UTC,1011.1694,,3019.671299,1354.034,1966.610855,,,7637.074447,739.787,2013.078748
2013-08-05 00:00:00 UTC,2944.546698,,10959.06224,2440.986,3318.251744,,,22573.30943,676.967,3800.045596
2013-08-06 00:00:00 UTC,2531.289444,,9248.612095,2766.228,3293.964344,,,15858.53407,696.294,3596.224652
2013-08-07 00:00:00 UTC,1576.176273,,6181.010599,2254.317,2832.110134,,,10406.13917,913.718,4138.237343
2013-08-08 00:00:00 UTC,4701.13478,,13929.48993,2989.804,6413.071819,,,26708.26473,1052.806,3774.726489
2013-08-09 00:00:00 UTC,5799.076296,,11734.81645,1770.304,2195.508017,,,15806.18152,1243.699,3862.478593
2013-08-10 00:00:00 UTC,754.8018569,,3115.455059,1009.785,2597.819132,,,5103.216564,830.073,2057.821977
2013-08-11 00:00:00 UTC,703.2230532,,1863.552563,1770.254,2814.147743,,,9477.918454,1071.502,1542.633771
2013-08-12 00:00:00 UTC,2950.842437,,7203.733652,2249.709,3088.419126,,,22385.25132,1133.11,3358.412946
2013-08-13 00:00:00 UTC,3644.091227,,12839.82125,3115.498,2733.129792,,,22735.44212,1091.641,4606.945447
2013-08-14 00:00:00 UTC,7832.144424,,17984.72994,4173.715,5619.309699,,,64618.32698,1980.078,5922.973224
2013-08-15 00:00:00 UTC,1749.743824,,9499.155824,4024.676,2888.285519,,,18070.56491,2822.968,4384.784547
2013-08-16 00:00:00 UTC,1945.811851,,9306.113082,2285.577,2417.919473,,,16543.86625,2293.55,3839.986242
2013-08-17 00:00:00 UTC,1601.910175,,5533.565841,2169.924,1533.918944,,,14479.44193,1552.002,2554.366896
2013-08-18 00:00:00 UTC,929.147236,,2757.607492,2837.586,1577.13628,,,13102.44586,1629.813,2002.398765
2013-08-19 00:00:00 UTC,7038.317063,,20192.55382,6527.746,5429.456759,,,66010.34803,2091.458,7458.980253
2013-08-20 00:00:00 UTC,3887.650639,,11512.55473,4160.26,2959.669629,,,29489.18603,2183.866,5751.495734
2013-08-21 00:00:00 UTC,9461.087262,,23840.03186,5537.191,6573.118405,,,37050.75846,2182.584,6932.110024
2013-08-22 00:00:00 UTC,4026.72232,,12231.88358,5645.921,3867.534699,,,16230.81916,2387.375,6234.017197
2013-08-23 00:00:00 UTC,5316.114097,,9469.676297,5369.963,3902.898997,,,22244.68182,2533.759,5476.119877
2013-08-24 00:00:00 UTC,2760.950652,,4332.68698,1717.11,2127.32818,,,10636.98923,2257.041,2955.333513
2013-08-25 00:00:00 UTC,5981.711802,,9343.162734,3084.678,3731.403218,,,8596.501154,1675.624,2794.513037
2013-08-26 00:00:00 UTC,4105.753569,,10842.80342,2136.398,3295.867047,,,15795.85194,1729.707,4817.834781
2013-08-27 00:00:00 UTC,8861.297181,,18923.38203,6702.277,6673.92363,,,67160.8471,2398.048,7696.57367
2013-08-28 00:00:00 UTC,3508.161705,,10195.73119,4170.616,3382.994598,,,16697.44266,2217.004,5991.645553
2013-08-29 00:00:00 UTC,2722.033721,,9789.338854,2621.098,2075.40495,,,11575.60288,1702.857,5848.391218
2013-08-30 00:00:00 UTC,9634.039484,,17110.1699,4707.139,5817.857854,,,58976.97815,1648.116,7232.512364
2013-08-31 00:00:00 UTC,12537.8342,,19916.99585,9137.362,6188.169549,,,39737.22278,2702.062,5211.680212
2013-09-01 00:00:00 UTC,2117.607623,,8021.563236,4256.219,3075.093716,134.0676,,18422.46059,3644.073,2473.096815
2013-09-02 00:00:00 UTC,4229.804721,,8939.399803,4388.639,3995.969307,321.1509,,17549.84495,2707.874,4266.618641
2013-09-03 00:00:00 UTC,3621.713634,,11994.57662,3429.299,2542.260786,277.6576,,21830.98796,2910.558,5422.39422
2013-09-04 00:00:00 UTC,9377.233333,,18774.5954,5584.171,9247.063889,587.9684,,34914.76978,3690.451,6379.349383
2013-09-05 00:00:00 UTC,7294.630831,,19111.6478,9515.343,4901.009356,875.6764,,31824.87261,5412.063,7302.961966
2013-09-06 00:00:00 UTC,5683.341573,,19391.20825,4405.332,4625.522831,822.3412,,23393.97333,3413.096,5843.953206
2013-09-07 00:00:00 UTC,2899.830618,,9676.997498,2729.031,3557.672758,731.3354,,16966.43527,2966.195,3474.208839
2013-09-08 00:00:00 UTC,2707.400515,,5458.685891,1406,2428.792853,607.8877,,9245.231238,1047.761,2504.669453
2013-09-09 00:00:00 UTC,8252.051216,,20728.99989,4914.157,5224.793855,976.9974,,34777.17219,1496.537,5786.108937
2013-09-10 00:00:00 UTC,3626.928334,,11112.34415,3400.387,2341.438027,1609.8094,,11084.49453,2406.703,5429.459453
2013-09-11 00:00:00 UTC,9078.221234,,9908.202982,4699.628,4202.834852,1165.4758,,48212.75992,1981.546,6148.585748
2013-09-12 00:00:00 UTC,5161.999137,,10724.457,3564.883,3547.73333,852.672,,23764.39823,1876.453,5044.127754
2013-09-13 00:00:00 UTC,2524.771154,,9107.478005,1759.741,3550.388888,564.5273,,24946.02739,1468.896,5010.615745
2013-09-14 00:00:00 UTC,3550.488281,,8711.863836,1456.833,3465.479345,2234.9706,,9869.703716,2068.731,3114.114239
2013-09-15 00:00:00 UTC,1973.20832,,5354.358736,1920.216,3336.31459,822.759,,7722.642244,1496.796,2352.594653
2013-09-16 00:00:00 UTC,1710.236281,,7601.847852,1864.77,4523.950223,859.1927,,14159.08971,2176.458,5104.535948
2013-09-17 00:00:00 UTC,1790.282395,,8193.041657,1863.961,3858.008424,733.3243,,12138.08667,2512.284,5245.92958
2013-09-18 00:00:00 UTC,3950.89186,,13122.41805,1793.584,3905.627841,475.0976,,10754.61519,2665.843,5624.970306
2013-09-19 00:00:00 UTC,3443.872646,,10058.88283,1151.663,5541.225118,581.3854,,29636.35058,934.353,5374.141177
2013-09-20 00:00:00 UTC,3838.921054,,10501.00328,2112.706,5204.317925,575.2929,,14671.72249,2690.611,4589.50969
2013-09-21 00:00:00 UTC,1023.902882,,4154.192024,1227.99,2314.341753,324.5347,,5711.519538,1119.721,2841.106799
2013-09-22 00:00:00 UTC,1078.485054,,2882.091302,1122.424,1839.651391,424.643,,9492.143844,1298.38,2117.34453
2013-09-23 00:00:00 UTC,2465.011226,,7684.173716,1695.812,3028.468738,657.607,,6885.607923,1245.929,5015.499194
2013-09-24 00:00:00 UTC,3165.473744,,10183.16714,2070.746,3954.820414,517.9636,,9812.527367,2288.838,6075.016272
2013-09-25 00:00:00 UTC,1900.351402,,8053.184401,3591.133,3791.103896,1141.3011,,13434.23494,2443.8,5201.215431
2013-09-26 00:00:00 UTC,1002.224464,,7784.843209,2660.315,2989.301692,791.3289,,7901.812804,1912.092,6037.042739
2013-09-27 00:00:00 UTC,2578.69233,,12117.32342,5404.563,3494.326046,1502.3761,,35626.52533,2104.188,6391.367578
2013-09-28 00:00:00 UTC,2488.46477,,6320.258364,2928.209,2246.997423,2489.0427,,15910.53933,2038.125,3319.063425
2013-09-29 00:00:00 UTC,3011.137581,,6745.394504,6439.608,3118.181664,3280.9679,,22755.5268,2506.424,3296.965992
2013-09-30 00:00:00 UTC,3072.55202,,11530.52472,4305.817,3331.998925,1790.6923,,19598.49144,2528.522,6682.43566
2013-10-01 00:00:00 UTC,2151.649188,,7513.834961,3703.825,4206.935992,1188.4048,,11944.43659,1359.061,6218.800845
