,Time,exchange,vol_total,vol_cny,vol_usd,vol_eur,vol_inr,vol_jpy,vol_krw,vol_sgd
5642,2010-10-20,bitflyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16734,2010-10-20,huobi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35520,2010-10-20,itbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32743,2010-10-20,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2869,2010-10-20,bitfinex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38312,2010-10-20,coinbase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13961,2010-10-20,btce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25053,2010-10-20,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11188,2010-10-20,btcchina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8415,2010-10-20,bitstamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32744,2010-10-21,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22281,2010-10-21,okcoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5643,2010-10-21,bitflyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2870,2010-10-21,bitfinex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35521,2010-10-21,itbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19508,2010-10-21,lakebtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8416,2010-10-21,bitstamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25054,2010-10-21,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11189,2010-10-21,btcchina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38313,2010-10-21,coinbase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16735,2010-10-21,huobi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13962,2010-10-21,btce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,2010-10-21,mtgox,44867.0,0.0,44867.0,0.0,0.0,0.0,0.0,0.0
38314,2010-10-22,coinbase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5644,2010-10-22,bitflyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,2010-10-22,mtgox,34603.909,0.0,34603.909,0.0,0.0,0.0,0.0,0.0
32745,2010-10-22,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13963,2010-10-22,btce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25055,2010-10-22,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19509,2010-10-22,lakebtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2871,2010-10-22,bitfinex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8417,2010-10-22,bitstamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11190,2010-10-22,btcchina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16736,2010-10-22,huobi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35522,2010-10-22,itbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22282,2010-10-22,okcoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11191,2010-10-23,btcchina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,2010-10-23,mtgox,4423.469,0.0,4423.469,0.0,0.0,0.0,0.0,0.0
25056,2010-10-23,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32746,2010-10-23,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5645,2010-10-23,bitflyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22283,2010-10-23,okcoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38315,2010-10-23,coinbase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16737,2010-10-23,huobi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19510,2010-10-23,lakebtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8418,2010-10-23,bitstamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35523,2010-10-23,itbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13964,2010-10-23,btce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2872,2010-10-23,bitfinex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25057,2010-10-24,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38316,2010-10-24,coinbase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16738,2010-10-24,huobi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32747,2010-10-24,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13965,2010-10-24,btce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8419,2010-10-24,bitstamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5646,2010-10-24,bitflyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22284,2010-10-24,okcoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35524,2010-10-24,itbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2873,2010-10-24,bitfinex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,2010-10-24,mtgox,13800.23,0.0,13800.23,0.0,0.0,0.0,0.0,0.0
19511,2010-10-24,lakebtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11192,2010-10-24,btcchina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13966,2010-10-25,btce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8420,2010-10-25,bitstamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16739,2010-10-25,huobi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32748,2010-10-25,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25058,2010-10-25,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38317,2010-10-25,coinbase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2874,2010-10-25,bitfinex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35525,2010-10-25,itbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11193,2010-10-25,btcchina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19512,2010-10-25,lakebtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5647,2010-10-25,bitflyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,2010-10-25,mtgox,30299.635,0.0,30299.635,0.0,0.0,0.0,0.0,0.0
22285,2010-10-25,okcoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19513,2010-10-26,lakebtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,2010-10-26,mtgox,19219.125,0.0,19219.125,0.0,0.0,0.0,0.0,0.0
2875,2010-10-26,bitfinex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8421,2010-10-26,bitstamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35526,2010-10-26,itbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16740,2010-10-26,huobi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13967,2010-10-26,btce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22286,2010-10-26,okcoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32749,2010-10-26,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11194,2010-10-26,btcchina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38318,2010-10-26,coinbase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5648,2010-10-26,bitflyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25059,2010-10-26,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,2010-10-27,mtgox,65605.872,0.0,65605.872,0.0,0.0,0.0,0.0,0.0
2876,2010-10-27,bitfinex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32750,2010-10-27,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13968,2010-10-27,btce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38319,2010-10-27,coinbase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19514,2010-10-27,lakebtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35527,2010-10-27,itbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8422,2010-10-27,bitstamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16741,2010-10-27,huobi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5649,2010-10-27,bitflyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11195,2010-10-27,btcchina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25060,2010-10-27,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22287,2010-10-27,okcoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35528,2010-10-28,itbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16742,2010-10-28,huobi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5650,2010-10-28,bitflyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22288,2010-10-28,okcoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11196,2010-10-28,btcchina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13969,2010-10-28,btce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32751,2010-10-28,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38320,2010-10-28,coinbase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19515,2010-10-28,lakebtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8423,2010-10-28,bitstamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2877,2010-10-28,bitfinex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,2010-10-28,mtgox,21525.035,0.0,21525.035,0.0,0.0,0.0,0.0,0.0
25061,2010-10-28,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38321,2010-10-29,coinbase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35529,2010-10-29,itbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16743,2010-10-29,huobi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11197,2010-10-29,btcchina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2878,2010-10-29,bitfinex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5651,2010-10-29,bitflyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8424,2010-10-29,bitstamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25062,2010-10-29,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32752,2010-10-29,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,2010-10-29,mtgox,28686.852000000003,0.0,28686.852000000003,0.0,0.0,0.0,0.0,0.0
13970,2010-10-29,btce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19516,2010-10-29,lakebtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22289,2010-10-29,okcoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8425,2010-10-30,bitstamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11198,2010-10-30,btcchina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,2010-10-30,mtgox,26708.94,0.0,26708.94,0.0,0.0,0.0,0.0,0.0
38322,2010-10-30,coinbase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19517,2010-10-30,lakebtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16744,2010-10-30,huobi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5652,2010-10-30,bitflyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22290,2010-10-30,okcoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25063,2010-10-30,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13971,2010-10-30,btce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35530,2010-10-30,itbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32753,2010-10-30,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2879,2010-10-30,bitfinex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,2010-10-31,mtgox,40337.756,0.0,40337.756,0.0,0.0,0.0,0.0,0.0
5653,2010-10-31,bitflyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426,2010-10-31,bitstamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13972,2010-10-31,btce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2880,2010-10-31,bitfinex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11199,2010-10-31,btcchina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35531,2010-10-31,itbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38323,2010-10-31,coinbase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22291,2010-10-31,okcoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25064,2010-10-31,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16745,2010-10-31,huobi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19518,2010-10-31,lakebtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32754,2010-10-31,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13973,2010-11-01,btce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19519,2010-11-01,lakebtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5654,2010-11-01,bitflyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,2010-11-01,mtgox,21258.611,0.0,21258.611,0.0,0.0,0.0,0.0,0.0
32755,2010-11-01,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16746,2010-11-01,huobi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8427,2010-11-01,bitstamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2881,2010-11-01,bitfinex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11200,2010-11-01,btcchina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35532,2010-11-01,itbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38324,2010-11-01,coinbase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25065,2010-11-01,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22292,2010-11-01,okcoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16747,2010-11-02,huobi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428,2010-11-02,bitstamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5655,2010-11-02,bitflyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19520,2010-11-02,lakebtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13974,2010-11-02,btce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2882,2010-11-02,bitfinex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32756,2010-11-02,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,2010-11-02,mtgox,5853.394,0.0,5853.394,0.0,0.0,0.0,0.0,0.0
22293,2010-11-02,okcoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11201,2010-11-02,btcchina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38325,2010-11-02,coinbase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35533,2010-11-02,itbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25066,2010-11-02,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5656,2010-11-03,bitflyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429,2010-11-03,bitstamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38326,2010-11-03,coinbase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25067,2010-11-03,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16748,2010-11-03,huobi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11202,2010-11-03,btcchina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22294,2010-11-03,okcoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2883,2010-11-03,bitfinex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32757,2010-11-03,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,2010-11-03,mtgox,61472.627,0.0,61472.627,0.0,0.0,0.0,0.0,0.0
13975,2010-11-03,btce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35534,2010-11-03,itbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19521,2010-11-03,lakebtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16749,2010-11-04,huobi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35535,2010-11-04,itbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25068,2010-11-04,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2884,2010-11-04,bitfinex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32758,2010-11-04,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8430,2010-11-04,bitstamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13976,2010-11-04,btce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38327,2010-11-04,coinbase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19522,2010-11-04,lakebtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5657,2010-11-04,bitflyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22295,2010-11-04,okcoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11203,2010-11-04,btcchina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,2010-11-04,mtgox,29698.431,0.0,29698.431,0.0,0.0,0.0,0.0,0.0
19523,2010-11-05,lakebtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2885,2010-11-05,bitfinex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16750,2010-11-05,huobi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32759,2010-11-05,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,2010-11-05,mtgox,36622.072,0.0,36622.072,0.0,0.0,0.0,0.0,0.0
25069,2010-11-05,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22296,2010-11-05,okcoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38328,2010-11-05,coinbase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5658,2010-11-05,bitflyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8431,2010-11-05,bitstamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13977,2010-11-05,btce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11204,2010-11-05,btcchina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35536,2010-11-05,itbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35537,2010-11-06,itbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32760,2010-11-06,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2886,2010-11-06,bitfinex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,2010-11-06,mtgox,32756.129,0.0,32756.129,0.0,0.0,0.0,0.0,0.0
13978,2010-11-06,btce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38329,2010-11-06,coinbase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19524,2010-11-06,lakebtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8432,2010-11-06,bitstamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5659,2010-11-06,bitflyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25070,2010-11-06,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16751,2010-11-06,huobi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22297,2010-11-06,okcoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11205,2010-11-06,btcchina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8433,2010-11-07,bitstamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11206,2010-11-07,btcchina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22298,2010-11-07,okcoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32761,2010-11-07,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16752,2010-11-07,huobi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,2010-11-07,mtgox,77218.719,0.0,77218.719,0.0,0.0,0.0,0.0,0.0
38330,2010-11-07,coinbase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35538,2010-11-07,itbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19525,2010-11-07,lakebtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13979,2010-11-07,btce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2887,2010-11-07,bitfinex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25071,2010-11-07,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5660,2010-11-07,bitflyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19526,2010-11-08,lakebtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32762,2010-11-08,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25072,2010-11-08,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8434,2010-11-08,bitstamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22299,2010-11-08,okcoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5661,2010-11-08,bitflyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16753,2010-11-08,huobi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38331,2010-11-08,coinbase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13980,2010-11-08,btce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,2010-11-08,mtgox,118203.82699999999,0.0,118203.82699999999,0.0,0.0,0.0,0.0,0.0
11207,2010-11-08,btcchina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35539,2010-11-08,itbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2888,2010-11-08,bitfinex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19527,2010-11-09,lakebtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22300,2010-11-09,okcoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,2010-11-09,mtgox,47983.393,0.0,47983.393,0.0,0.0,0.0,0.0,0.0
38332,2010-11-09,coinbase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25073,2010-11-09,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35540,2010-11-09,itbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5662,2010-11-09,bitflyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32763,2010-11-09,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13981,2010-11-09,btce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8435,2010-11-09,bitstamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2889,2010-11-09,bitfinex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11208,2010-11-09,btcchina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16754,2010-11-09,huobi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13982,2010-11-10,btce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,2010-11-10,mtgox,30387.028,0.0,30387.028,0.0,0.0,0.0,0.0,0.0
11209,2010-11-10,btcchina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35541,2010-11-10,itbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22301,2010-11-10,okcoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2890,2010-11-10,bitfinex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19528,2010-11-10,lakebtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32764,2010-11-10,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16755,2010-11-10,huobi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8436,2010-11-10,bitstamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5663,2010-11-10,bitflyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25074,2010-11-10,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38333,2010-11-10,coinbase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25075,2010-11-11,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32765,2010-11-11,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11210,2010-11-11,btcchina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35542,2010-11-11,itbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38334,2010-11-11,coinbase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22302,2010-11-11,okcoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,2010-11-11,mtgox,5031.88,0.0,5031.88,0.0,0.0,0.0,0.0,0.0
13983,2010-11-11,btce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2891,2010-11-11,bitfinex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19529,2010-11-11,lakebtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5664,2010-11-11,bitflyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16756,2010-11-11,huobi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8437,2010-11-11,bitstamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16757,2010-11-12,huobi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
