,Time,exchange,vol_total,vol_cny,vol_usd,vol_eur,vol_inr,vol_jpy,vol_krw,vol_sgd
13005,2015-10-11,btcchina,22309.0017,22309.0016999998,0.0,0.0,0.0,0.0,0.0,0.0
52322,2015-10-11,anxbtc,0.0,0.0,0.0,0.0,0.0,548.418646,0.0,0.0
26870,2015-10-11,others,31017.283139999996,0.0,2708.2093615631,1680.67377974,0.0,0.0,0.0,0.0
4686,2015-10-11,bitfinex,4868.941702,0.0,4868.94170189,0.0,0.0,0.0,0.0,0.0
18551,2015-10-11,huobi,116202.06599999999,116202.066000003,0.0,0.0,0.0,0.0,0.0,0.0
7459,2015-10-11,bitflyer,654.6542,0.0,0.0,0.0,0.0,654.6542,0.0,0.0
1913,2015-10-11,mtgox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37337,2015-10-11,itbit,0.0,0.0,4045.0587,610.2124,0.0,0.0,0.0,60.2085
47658,2015-10-11,gatecoin,0.0,0.0,0.0,56.54878418,0.0,0.0,0.0,0.0
24097,2015-10-11,okcoin,141807.116,136436.49999999802,5370.616,0.0,0.0,0.0,0.0,0.0
29332,2015-10-11,localbitcoins,0.0,62.229,0.0,0.0,21.1545,0.0,0.0,37.708
10232,2015-10-11,bitstamp,19140.35541,0.0,19140.3554108,0.0,0.0,0.0,0.0,0.0
34560,2015-10-11,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45150,2015-10-11,bitcoinde,0.0,0.0,0.0,347.12669609,0.0,0.0,0.0,0.0
21324,2015-10-11,lakebtc,18539.9354,14531.0081,4008.9273,0.0,0.0,0.0,0.0,0.0
40129,2015-10-11,coinbase,0.0,0.0,4323.26612440999,139.31650647,0.0,0.0,0.0,0.0
50164,2015-10-11,kraken,0.0,0.0,0.0,1676.38677869,0.0,0.70957,0.0,0.0
1914,2015-10-12,mtgox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18552,2015-10-12,huobi,165812.45,165812.450000009,0.0,0.0,0.0,0.0,0.0,0.0
52323,2015-10-12,anxbtc,0.0,0.0,0.0,0.0,0.0,694.54033456,0.0,0.0
7460,2015-10-12,bitflyer,493.47258930000004,0.0,0.0,0.0,0.0,493.47258925,0.0,0.0
10233,2015-10-12,bitstamp,10671.703759999999,0.0,10671.70376409,0.0,0.0,0.0,0.0,0.0
31783,2015-10-12,rmbtb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47659,2015-10-12,gatecoin,0.0,0.0,0.0,520.164,0.0,0.0,0.0,0.0
50165,2015-10-12,kraken,0.0,0.0,0.0,2580.21767637,0.0,64.91541793,0.0,0.0
13006,2015-10-12,btcchina,26725.0664,26725.0663999999,0.0,0.0,0.0,0.0,0.0,0.0
26871,2015-10-12,others,39259.558039999996,0.0,4759.46224438,2441.30699073,0.0,0.0,0.0,0.0
21325,2015-10-12,lakebtc,18295.1162,13320.132,4974.9842,0.0,0.0,0.0,0.0,0.0
15779,2015-10-12,btce,8455.542844,0.0,7887.5502140299905,0.0,0.0,0.0,0.0,0.0
45151,2015-10-12,bitcoinde,0.0,0.0,0.0,724.63742509,0.0,0.0,0.0,0.0
40130,2015-10-12,coinbase,0.0,0.0,5402.18608545999,238.52709389,0.0,0.0,0.0,0.0
29333,2015-10-12,localbitcoins,0.0,4.7528,0.0,0.0,14.4244,0.0,0.0,7.7372
24098,2015-10-12,okcoin,192521.496,186396.35700000802,6125.13899999999,0.0,0.0,0.0,0.0,0.0
42644,2015-10-12,bitcoin24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34561,2015-10-12,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37338,2015-10-12,itbit,0.0,0.0,3182.1866,558.3977,0.0,0.0,0.0,424.3622
4687,2015-10-12,bitfinex,5203.509982,0.0,5203.50998203,0.0,0.0,0.0,0.0,0.0
29334,2015-10-13,localbitcoins,0.0,184.8958,0.0,0.0,28.029,0.4563,0.0,1.3419
24099,2015-10-13,okcoin,286886.005,277515.12700002,9370.877999999979,0.0,0.0,0.0,0.0,0.0
7461,2015-10-13,bitflyer,832.4551988,0.0,0.0,0.0,0.0,832.45519884,0.0,0.0
4688,2015-10-13,bitfinex,16746.31969,0.0,16746.31969231,0.0,0.0,0.0,0.0,0.0
47660,2015-10-13,gatecoin,0.0,0.0,0.0,623.836,0.0,0.0,0.0,0.0
52324,2015-10-13,anxbtc,0.0,0.0,0.0,0.0,0.0,493.89588713,0.0,0.0
1915,2015-10-13,mtgox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31784,2015-10-13,rmbtb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42645,2015-10-13,bitcoin24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37339,2015-10-13,itbit,0.0,0.0,8655.8142,1364.8776,0.0,0.0,0.0,217.9939
50166,2015-10-13,kraken,0.0,0.0,0.0,5113.79769205,0.0,54.3063,0.0,0.0
40131,2015-10-13,coinbase,0.0,0.0,6502.1852660799905,193.32200571,0.0,0.0,0.0,0.0
15780,2015-10-13,btce,9704.991333,0.0,8674.71168626993,0.0,0.0,0.0,0.0,0.0
13007,2015-10-13,btcchina,33744.3311,33744.3311,0.0,0.0,0.0,0.0,0.0,0.0
21326,2015-10-13,lakebtc,26162.4567,19836.253,6326.2037,0.0,0.0,0.0,0.0,0.0
45152,2015-10-13,bitcoinde,0.0,0.0,0.0,699.93733025,0.0,0.0,0.0,0.0
18553,2015-10-13,huobi,241223.8182,241223.818200005,0.0,0.0,0.0,0.0,0.0,0.0
10234,2015-10-13,bitstamp,25901.60285,0.0,25901.60284773,0.0,0.0,0.0,0.0,0.0
26872,2015-10-13,others,50247.0027,0.0,6886.6984467648,2498.963622,0.0,0.0,0.0,0.0
34562,2015-10-13,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7462,2015-10-14,bitflyer,773.0867382,0.0,0.0,0.0,0.0,773.08673818,0.0,0.0
52325,2015-10-14,anxbtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18554,2015-10-14,huobi,521700.8713,521700.871299995,0.0,0.0,0.0,0.0,0.0,0.0
50167,2015-10-14,kraken,0.0,0.0,0.0,3979.53623988,0.0,464.49307000000005,0.0,0.0
4689,2015-10-14,bitfinex,10143.266940000001,0.0,10143.26693665,0.0,0.0,0.0,0.0,0.0
31785,2015-10-14,rmbtb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24100,2015-10-14,okcoin,623969.418,616270.321000014,7699.096999999991,0.0,0.0,0.0,0.0,0.0
34563,2015-10-14,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13008,2015-10-14,btcchina,32391.8617,32391.861699999903,0.0,0.0,0.0,0.0,0.0,0.0
45153,2015-10-14,bitcoinde,0.0,0.0,0.0,715.80096752,0.0,0.0,0.0,0.0
1916,2015-10-14,mtgox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29335,2015-10-14,localbitcoins,0.0,142.2102,0.0,0.0,25.83,0.0,0.0,8.7679
42646,2015-10-14,bitcoin24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26873,2015-10-14,others,46362.951539999995,0.0,6672.2042340240005,2016.75801379,0.0,0.0,0.0,0.0
47661,2015-10-14,gatecoin,0.0,0.0,0.0,674.71297779,0.0,0.0,0.0,0.0
10235,2015-10-14,bitstamp,26942.871,0.0,26942.8709963,0.0,0.0,0.0,0.0,0.0
40132,2015-10-14,coinbase,0.0,0.0,7587.52667360999,346.65458128,0.0,0.0,0.0,0.0
21327,2015-10-14,lakebtc,28548.604,22120.9979,6427.6061,0.0,0.0,0.0,0.0,0.0
15781,2015-10-14,btce,8879.614620999999,0.0,8308.36412100994,0.0,0.0,0.0,0.0,0.0
37340,2015-10-14,itbit,0.0,0.0,6443.6221,1633.2812,0.0,0.0,0.0,222.2932
26874,2015-10-15,others,44684.17077,0.0,6581.0059491806005,1634.96802415,0.0,0.0,0.0,0.0
40133,2015-10-15,coinbase,0.0,0.0,6678.92124409999,333.80701679,0.0,0.0,0.0,0.0
37341,2015-10-15,itbit,0.0,0.0,6309.0717,1002.0973,0.0,0.0,0.0,166.5798
50168,2015-10-15,kraken,0.0,0.0,0.0,4539.14071065,0.0,275.8353,0.0,0.0
34564,2015-10-15,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31786,2015-10-15,rmbtb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18555,2015-10-15,huobi,272405.2047,272405.204699999,0.0,0.0,0.0,0.0,0.0,0.0
24101,2015-10-15,okcoin,377209.62200000003,369480.764000007,7728.857999999971,0.0,0.0,0.0,0.0,0.0
10236,2015-10-15,bitstamp,22037.62801,0.0,22037.62801049,0.0,0.0,0.0,0.0,0.0
13009,2015-10-15,btcchina,38094.11,38094.110000000095,0.0,0.0,0.0,0.0,0.0,0.0
47662,2015-10-15,gatecoin,0.0,0.0,0.0,767.676095,0.0,0.0,0.0,0.0
15782,2015-10-15,btce,7031.195492,0.0,6318.507329759979,0.0,0.0,0.0,0.0,0.0
52326,2015-10-15,anxbtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4690,2015-10-15,bitfinex,10462.870490000001,0.0,10462.87049232,0.0,0.0,0.0,0.0,0.0
1917,2015-10-15,mtgox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21328,2015-10-15,lakebtc,33929.7499,28122.8939,5806.856,0.0,0.0,0.0,0.0,0.0
45154,2015-10-15,bitcoinde,0.0,0.0,0.0,588.56292856,0.0,0.0,0.0,0.0
42647,2015-10-15,bitcoin24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7463,2015-10-15,bitflyer,1252.105425,0.0,0.0,0.0,0.0,1252.10542514,0.0,0.0
29336,2015-10-15,localbitcoins,0.0,89.4794,0.0,0.0,50.3089,0.8998,0.0,2.5985
13010,2015-10-16,btcchina,46975.9618,46975.9618000003,0.0,0.0,0.0,0.0,0.0,0.0
31787,2015-10-16,rmbtb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7464,2015-10-16,bitflyer,1518.726903,0.0,0.0,0.0,0.0,1518.72690279,0.0,0.0
37342,2015-10-16,itbit,0.0,0.0,10092.6472,2232.7106,0.0,0.0,0.0,236.851
40134,2015-10-16,coinbase,0.0,0.0,9215.97339010999,765.56124197,0.0,0.0,0.0,0.0
47663,2015-10-16,gatecoin,0.0,0.0,0.0,761.57841032,0.0,0.0,0.0,0.0
18556,2015-10-16,huobi,597996.8008,597996.800799994,0.0,0.0,0.0,0.0,0.0,0.0
26875,2015-10-16,others,54349.182779999996,0.0,6808.2183409214,1778.4286418800002,0.0,0.0,0.0,0.0
29337,2015-10-16,localbitcoins,0.0,78.6225,0.0,0.0,28.9714,0.0,0.0,77.8625
15783,2015-10-16,btce,9973.990465,0.0,9324.46130743,0.0,0.0,0.0,0.0,0.0
21329,2015-10-16,lakebtc,25939.2453,18459.4728,7479.7725,0.0,0.0,0.0,0.0,0.0
1918,2015-10-16,mtgox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24102,2015-10-16,okcoin,480061.26700000005,467147.545000004,12913.722,0.0,0.0,0.0,0.0,0.0
42648,2015-10-16,bitcoin24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50169,2015-10-16,kraken,0.0,0.0,0.0,7044.21213408,0.0,46.9409754,0.0,0.0
52327,2015-10-16,anxbtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45155,2015-10-16,bitcoinde,0.0,0.0,0.0,739.15999326,0.0,0.0,0.0,0.0
10237,2015-10-16,bitstamp,34816.741089999996,0.0,34816.74109381,0.0,0.0,0.0,0.0,0.0
4691,2015-10-16,bitfinex,21966.84228,0.0,21966.84227808,0.0,0.0,0.0,0.0,0.0
34565,2015-10-16,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10238,2015-10-17,bitstamp,25328.14898,0.0,25328.14897726,0.0,0.0,0.0,0.0,0.0
52328,2015-10-17,anxbtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15784,2015-10-17,btce,11923.82676,0.0,11240.29481781,0.0,0.0,0.0,0.0,0.0
29338,2015-10-17,localbitcoins,0.0,17.3873,0.0,0.0,87.0041,0.0,0.0,28.4381
18557,2015-10-17,huobi,348261.5047,348261.504699989,0.0,0.0,0.0,0.0,0.0,0.0
26876,2015-10-17,others,52330.00072,0.0,5043.984314010901,1180.86766402,0.0,0.0,0.0,0.0
34566,2015-10-17,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21330,2015-10-17,lakebtc,34861.8158,27238.9077,7622.9081,0.0,0.0,0.0,0.0,0.0
7465,2015-10-17,bitflyer,2908.886509,0.0,0.0,0.0,0.0,2908.88650934,0.0,0.0
40135,2015-10-17,coinbase,0.0,0.0,11034.22730695,1069.81724396,0.0,0.0,0.0,0.0
37343,2015-10-17,itbit,0.0,0.0,8380.6229,2838.8842,0.0,0.0,0.0,291.7316
1919,2015-10-17,mtgox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50170,2015-10-17,kraken,0.0,0.0,0.0,8187.22080094,0.0,8.58,0.0,0.0
31788,2015-10-17,rmbtb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45156,2015-10-17,bitcoinde,0.0,0.0,0.0,510.86839118,0.0,0.0,0.0,0.0
13011,2015-10-17,btcchina,62842.5927,62842.5927000003,0.0,0.0,0.0,0.0,0.0,0.0
24103,2015-10-17,okcoin,415716.065,398965.97600001,16750.089,0.0,0.0,0.0,0.0,0.0
42649,2015-10-17,bitcoin24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4692,2015-10-17,bitfinex,42840.66768,0.0,42840.66767715,0.0,0.0,0.0,0.0,0.0
47664,2015-10-17,gatecoin,0.0,0.0,0.0,955.816,0.0,0.0,0.0,0.0
15785,2015-10-18,btce,7140.709518000001,0.0,6732.54532197,0.0,0.0,0.0,0.0,0.0
37344,2015-10-18,itbit,0.0,0.0,5591.8523,1708.0069,0.0,0.0,0.0,186.87
10239,2015-10-18,bitstamp,10003.12667,0.0,10003.12667189,0.0,0.0,0.0,0.0,0.0
40136,2015-10-18,coinbase,0.0,0.0,5660.01813339999,510.88781661,0.0,0.0,0.0,0.0
21331,2015-10-18,lakebtc,27902.9262,23574.0704,4328.8558,0.0,0.0,0.0,0.0,0.0
45157,2015-10-18,bitcoinde,0.0,0.0,0.0,294.1844797,0.0,0.0,0.0,0.0
26877,2015-10-18,others,35314.58472,0.0,3121.9356848002003,775.0162241,0.0,0.0,0.0,0.0
1920,2015-10-18,mtgox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4693,2015-10-18,bitfinex,15347.19309,0.0,15347.19309163,0.0,0.0,0.0,0.0,0.0
52329,2015-10-18,anxbtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24104,2015-10-18,okcoin,223480.68300000002,214099.21100001602,9381.47199999999,0.0,0.0,0.0,0.0,0.0
47665,2015-10-18,gatecoin,0.0,0.0,0.0,720.8660000000001,0.0,0.0,0.0,0.0
34567,2015-10-18,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29339,2015-10-18,localbitcoins,0.0,7.3809,0.0,0.0,13.099,0.0,0.0,3.0996
50171,2015-10-18,kraken,0.0,0.0,0.0,4282.38404541,0.0,1.41,0.0,0.0
18558,2015-10-18,huobi,91187.1899,91187.1899000073,0.0,0.0,0.0,0.0,0.0,0.0
7466,2015-10-18,bitflyer,2344.843957,0.0,0.0,0.0,0.0,2344.84395651,0.0,0.0
42650,2015-10-18,bitcoin24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31789,2015-10-18,rmbtb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13012,2015-10-18,btcchina,40178.8934,40178.8934,0.0,0.0,0.0,0.0,0.0,0.0
13013,2015-10-19,btcchina,31698.275,31698.274999999903,0.0,0.0,0.0,0.0,0.0,0.0
45158,2015-10-19,bitcoinde,0.0,0.0,0.0,571.83379,0.0,0.0,0.0,0.0
1921,2015-10-19,mtgox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18559,2015-10-19,huobi,463635.7563,463635.75629999704,0.0,0.0,0.0,0.0,0.0,0.0
29340,2015-10-19,localbitcoins,0.0,140.5996,0.0,0.0,36.0864,0.2852,0.0,2.4804
24105,2015-10-19,okcoin,358659.405,348603.307000006,10056.098,0.0,0.0,0.0,0.0,0.0
10240,2015-10-19,bitstamp,16704.698809999998,0.0,16704.69881339,0.0,0.0,0.0,0.0,0.0
37345,2015-10-19,itbit,0.0,0.0,7373.8717,2167.2396,0.0,0.0,0.0,780.1417
4694,2015-10-19,bitfinex,10903.419170000001,0.0,10903.41916897,0.0,0.0,0.0,0.0,0.0
15786,2015-10-19,btce,8047.862840999999,0.0,7242.885132969979,0.0,0.0,0.0,0.0,0.0
42651,2015-10-19,bitcoin24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26878,2015-10-19,others,46230.82512,0.0,5415.568104172498,1325.23450487,0.0,0.0,0.0,0.0
47666,2015-10-19,gatecoin,0.0,0.0,0.0,768.2310000000001,0.0,0.0,0.0,0.0
31790,2015-10-19,rmbtb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34568,2015-10-19,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7467,2015-10-19,bitflyer,1810.840536,0.0,0.0,0.0,0.0,1810.8405360999998,0.0,0.0
50172,2015-10-19,kraken,0.0,0.0,0.0,6188.596436,0.0,51.32880643,0.0,0.0
21332,2015-10-19,lakebtc,15605.4332,9735.0396,5870.3936,0.0,0.0,0.0,0.0,0.0
52330,2015-10-19,anxbtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40137,2015-10-19,coinbase,0.0,0.0,5364.331824559989,462.47599367,0.0,0.0,0.0,0.0
24106,2015-10-20,okcoin,397799.60799999995,387896.20100000396,9903.40699999997,0.0,0.0,0.0,0.0,0.0
13014,2015-10-20,btcchina,31663.7402,31663.740199999902,0.0,0.0,0.0,0.0,0.0,0.0
52331,2015-10-20,anxbtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31791,2015-10-20,rmbtb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50173,2015-10-20,kraken,0.0,0.0,0.0,6214.51948086,0.0,60.61707,0.0,0.0
42652,2015-10-20,bitcoin24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34569,2015-10-20,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18560,2015-10-20,huobi,552197.3585,552197.358499999,0.0,0.0,0.0,0.0,0.0,0.0
40138,2015-10-20,coinbase,0.0,0.0,4648.36685323,138.17976221,0.0,0.0,0.0,0.0
4695,2015-10-20,bitfinex,14439.64409,0.0,14439.64408514,0.0,0.0,0.0,0.0,0.0
26879,2015-10-20,others,45163.973410000006,0.0,6037.8735543116,1601.0369956600002,0.0,0.0,0.0,0.0
10241,2015-10-20,bitstamp,28967.44125,0.0,28967.44125269,0.0,0.0,0.0,0.0,0.0
21333,2015-10-20,lakebtc,28262.8906,20766.3701,7496.5205,0.0,0.0,0.0,0.0,0.0
47667,2015-10-20,gatecoin,0.0,0.0,0.0,973.22505049,0.0,0.0,0.0,0.0
45159,2015-10-20,bitcoinde,0.0,0.0,0.0,610.30075924,0.0,0.0,0.0,0.0
15787,2015-10-20,btce,8582.128728,0.0,7971.87580037997,0.0,0.0,0.0,0.0,0.0
29341,2015-10-20,localbitcoins,0.0,153.0023,0.0,0.0,68.9931,0.0,0.0,7.3804
1922,2015-10-20,mtgox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7468,2015-10-20,bitflyer,972.2758974999999,0.0,0.0,0.0,0.0,972.27589747,0.0,0.0
37346,2015-10-20,itbit,0.0,0.0,7251.3924,2178.1220000000003,0.0,0.0,0.0,848.3745
52332,2015-10-21,anxbtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15788,2015-10-21,btce,7116.2593719999995,0.0,6290.96746678,0.0,0.0,0.0,0.0,0.0
45160,2015-10-21,bitcoinde,0.0,0.0,0.0,465.35861631,0.0,0.0,0.0,0.0
1923,2015-10-21,mtgox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34570,2015-10-21,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29342,2015-10-21,localbitcoins,0.0,52.4038,0.0,0.0,30.8916,0.9273,0.0,10.7379
7469,2015-10-21,bitflyer,629.247458,0.0,0.0,0.0,0.0,629.24745798,0.0,0.0
42653,2015-10-21,bitcoin24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50174,2015-10-21,kraken,0.0,0.0,0.0,4715.30060644,0.0,162.5663,0.0,0.0
13015,2015-10-21,btcchina,36384.8308,36384.8308,0.0,0.0,0.0,0.0,0.0,0.0
18561,2015-10-21,huobi,210701.0853,210701.085300007,0.0,0.0,0.0,0.0,0.0,0.0
21334,2015-10-21,lakebtc,33976.0608,28173.6643,5802.3965,0.0,0.0,0.0,0.0,0.0
24107,2015-10-21,okcoin,378171.261,369674.82299998205,8496.43799999995,0.0,0.0,0.0,0.0,0.0
4696,2015-10-21,bitfinex,10617.4463,0.0,10617.44629594,0.0,0.0,0.0,0.0,0.0
31792,2015-10-21,rmbtb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10242,2015-10-21,bitstamp,20396.778009999998,0.0,20396.77801306,0.0,0.0,0.0,0.0,0.0
47668,2015-10-21,gatecoin,0.0,0.0,0.0,889.4760000000001,0.0,0.0,0.0,0.0
37347,2015-10-21,itbit,0.0,0.0,5500.8713,1884.7304,0.0,0.0,0.0,932.3146
26880,2015-10-21,others,42732.08095,0.0,5632.0609712632995,1399.3230949000001,0.0,0.0,0.0,0.0
40139,2015-10-21,coinbase,0.0,0.0,6195.06646891999,128.89839169,0.0,0.0,0.0,0.0
37348,2015-10-22,itbit,0.0,0.0,6358.2549,3066.0144,0.0,0.0,0.0,560.4771
29343,2015-10-22,localbitcoins,0.0,169.7702,0.0,0.0,45.0447,0.5524,0.0,7.7109
18562,2015-10-22,huobi,245537.1672,245537.16720000101,0.0,0.0,0.0,0.0,0.0,0.0
47669,2015-10-22,gatecoin,0.0,0.0,0.0,882.59777633,0.0,0.0,0.0,0.0
50175,2015-10-22,kraken,0.0,0.0,0.0,7557.31857805,0.0,4.03039486,0.0,0.0
21335,2015-10-22,lakebtc,20359.3138,14062.1293,6297.1845,0.0,0.0,0.0,0.0,0.0
34571,2015-10-22,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40140,2015-10-22,coinbase,0.0,0.0,8695.88388280999,226.64687166,0.0,0.0,0.0,0.0
7470,2015-10-22,bitflyer,669.4613324,0.0,0.0,0.0,0.0,669.46133243,0.0,0.0
45161,2015-10-22,bitcoinde,0.0,0.0,0.0,667.82995799,0.0,0.0,0.0,0.0
4697,2015-10-22,bitfinex,27240.76958,0.0,27240.7695845,0.0,0.0,0.0,0.0,0.0
10243,2015-10-22,bitstamp,30166.42544,0.0,30166.42544252,0.0,0.0,0.0,0.0,0.0
24108,2015-10-22,okcoin,450352.26399999997,438649.41599999706,11702.848,0.0,0.0,0.0,0.0,0.0
52333,2015-10-22,anxbtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,2015-10-22,mtgox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13016,2015-10-22,btcchina,37799.5809,37799.5809,0.0,0.0,0.0,0.0,0.0,0.0
31793,2015-10-22,rmbtb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15789,2015-10-22,btce,9465.774626,0.0,8696.73287910995,0.0,0.0,0.0,0.0,0.0
26881,2015-10-22,others,50205.98186,0.0,6535.5899446234025,1877.26946243,0.0,0.0,0.0,0.0
42654,2015-10-22,bitcoin24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4698,2015-10-23,bitfinex,15857.56334,0.0,15857.56333783,0.0,0.0,0.0,0.0,0.0
10244,2015-10-23,bitstamp,21572.26847,0.0,21572.26847047,0.0,0.0,0.0,0.0,0.0
21336,2015-10-23,lakebtc,20290.6193,13611.3157,6679.3036,0.0,0.0,0.0,0.0,0.0
34572,2015-10-23,bix-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40141,2015-10-23,coinbase,0.0,0.0,7072.894703879991,77.49899357,0.0,0.0,0.0,0.0
31794,2015-10-23,rmbtb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15790,2015-10-23,btce,7025.730433,0.0,6446.15962724,0.0,0.0,0.0,0.0,0.0
45162,2015-10-23,bitcoinde,0.0,0.0,0.0,698.5440269,0.0,0.0,0.0,0.0
26882,2015-10-23,others,43404.24129,0.0,5402.171266252,1989.45728476,0.0,0.0,0.0,0.0
7471,2015-10-23,bitflyer,878.5937465,0.0,0.0,0.0,0.0,878.59374648,0.0,0.0
1925,2015-10-23,mtgox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24109,2015-10-23,okcoin,199927.6,189537.357000025,10390.243,0.0,0.0,0.0,0.0,0.0
29344,2015-10-23,localbitcoins,0.0,13.1922,0.0,0.0,26.5422,0.0,0.0,4.3782
47670,2015-10-23,gatecoin,0.0,0.0,0.0,590.18709999,0.0,0.0,0.0,0.0
18563,2015-10-23,huobi,155661.4272,155661.427200008,0.0,0.0,0.0,0.0,0.0,0.0
13017,2015-10-23,btcchina,36396.7785,36396.7785,0.0,0.0,0.0,0.0,0.0,0.0
50176,2015-10-23,kraken,0.0,0.0,0.0,5216.97701634,0.0,9.28936514,0.0,0.0
42655,2015-10-23,bitcoin24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52334,2015-10-23,anxbtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37349,2015-10-23,itbit,0.0,0.0,6008.4554,1651.3934,0.0,0.0,0.0,630.0257
7472,2015-10-24,bitflyer,943.4189723999999,0.0,0.0,0.0,0.0,943.41897236,0.0,0.0
4699,2015-10-24,bitfinex,13934.58657,0.0,13934.58656724,0.0,0.0,0.0,0.0,0.0
15791,2015-10-24,btce,6347.947417,0.0,5875.102102609979,0.0,0.0,0.0,0.0,0.0
40142,2015-10-24,coinbase,0.0,0.0,5508.01672516,239.64621135,0.0,0.0,0.0,0.0
21337,2015-10-24,lakebtc,20473.0385,14529.4022,5943.6363,0.0,0.0,0.0,0.0,0.0
42656,2015-10-24,bitcoin24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47671,2015-10-24,gatecoin,0.0,0.0,0.0,580.275,0.0,0.0,0.0,0.0
52335,2015-10-24,anxbtc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1926,2015-10-24,mtgox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50177,2015-10-24,kraken,0.0,0.0,0.0,3388.59742763,0.0,0.29850746,0.0,0.0
37350,2015-10-24,itbit,0.0,0.0,3368.4441,882.5385,0.0,0.0,0.0,71.3127
13018,2015-10-24,btcchina,40123.9937,40123.993699999904,0.0,0.0,0.0,0.0,0.0,0.0
26883,2015-10-24,others,32426.750360000002,0.0,3927.842550993601,1576.65883293,0.0,0.0,0.0,0.0
10245,2015-10-24,bitstamp,20586.33502,0.0,20586.33501752,0.0,0.0,0.0,0.0,0.0
45163,2015-10-24,bitcoinde,0.0,0.0,0.0,399.97386671,0.0,0.0,0.0,0.0
