,Time,mining level,exchange,price_usd
14562,2014-05-17,8853416309.1278,kraken,449.33654375
14563,2014-05-17,8853416309.1278,others,452.1085754879305
14565,2014-05-18,8853416309.1278,itbit,437.894444444444
14566,2014-05-18,8853416309.1278,bitfinex,447.10223124775996
14571,2014-05-18,8853416309.1278,hitbtc,455.312716351985
14572,2014-05-18,8853416309.1278,kraken,447.887503754209
14573,2014-05-18,8853416309.1278,others,446.9574614133244
14575,2014-05-19,8853416309.1278,itbit,437.447444549978
14576,2014-05-19,8853416309.1278,bitfinex,446.678414036818
14581,2014-05-19,8853416309.1278,hitbtc,449.199472421979
14583,2014-05-19,8853416309.1278,others,445.912632828744
14585,2014-05-20,8853416309.1278,itbit,459.89004324650904
14586,2014-05-20,8853416309.1278,bitfinex,468.99747267817594
14591,2014-05-20,8853416309.1278,hitbtc,469.536107150106
14592,2014-05-20,8853416309.1278,kraken,470.131194649123
14593,2014-05-20,8853416309.1278,others,464.18821195013
14595,2014-05-21,8853416309.1278,itbit,478.266331585082
14596,2014-05-21,8853416309.1278,bitfinex,494.56313021085
14601,2014-05-21,8853416309.1278,hitbtc,497.23690336461
14602,2014-05-21,8853416309.1278,kraken,494.472728939394
14603,2014-05-21,8853416309.1278,others,491.7628543549688
14605,2014-05-22,8853416309.1278,itbit,494.371856526259
14606,2014-05-22,8853416309.1278,bitfinex,512.21338146388
14611,2014-05-22,8853416309.1278,hitbtc,513.721775724367
14612,2014-05-22,8853416309.1278,kraken,517.1630254007309
14613,2014-05-22,8853416309.1278,others,510.47116636345817
14615,2014-05-23,8853416309.1278,itbit,510.401252349913
14616,2014-05-23,8853416309.1278,bitfinex,530.686612312781
14621,2014-05-23,8853416309.1278,hitbtc,533.2782492403401
14622,2014-05-23,8853416309.1278,kraken,533.3868171582341
14623,2014-05-23,8853416309.1278,others,529.6150001335362
14625,2014-05-24,10455720138.4848,itbit,501.600285714286
14626,2014-05-24,10455720138.4848,bitfinex,523.003400089358
14631,2014-05-24,10455720138.4848,hitbtc,525.406423721431
14632,2014-05-24,10455720138.4848,kraken,522.478703506173
14633,2014-05-24,10455720138.4848,others,521.4801037868417
14635,2014-05-25,10455720138.4848,itbit,540.796044448327
14636,2014-05-25,10455720138.4848,bitfinex,563.38846815586
14641,2014-05-25,10455720138.4848,hitbtc,566.916737778536
14642,2014-05-25,10455720138.4848,kraken,560.939631392833
14643,2014-05-25,10455720138.4848,others,557.7257178432571
14645,2014-05-26,10455720138.4848,itbit,573.318621889852
14646,2014-05-26,10455720138.4848,bitfinex,582.823647862805
14651,2014-05-26,10455720138.4848,hitbtc,583.082082990955
14652,2014-05-26,10455720138.4848,kraken,581.954044685897
14653,2014-05-26,10455720138.4848,others,577.953130966554
14655,2014-05-27,10455720138.4848,itbit,569.1937271415451
14656,2014-05-27,10455720138.4848,bitfinex,576.18862557387
14661,2014-05-27,10455720138.4848,hitbtc,570.740286820582
14662,2014-05-27,10455720138.4848,kraken,574.4829415658741
14663,2014-05-27,10455720138.4848,others,570.3051513553327
14665,2014-05-28,10455720138.4848,itbit,571.424750549451
14666,2014-05-28,10455720138.4848,bitfinex,575.022647055485
14671,2014-05-28,10455720138.4848,hitbtc,567.793031716542
14672,2014-05-28,10455720138.4848,kraken,573.360074613095
14673,2014-05-28,10455720138.4848,others,571.222303498499
14675,2014-05-29,10455720138.4848,itbit,571.744299773756
14676,2014-05-29,10455720138.4848,bitfinex,570.654789183182
14681,2014-05-29,10455720138.4848,hitbtc,563.25941936431
14682,2014-05-29,10455720138.4848,kraken,570.66365075
14683,2014-05-29,10455720138.4848,others,564.3585513448287
14685,2014-05-30,10455720138.4848,itbit,612.2388369565219
14686,2014-05-30,10455720138.4848,bitfinex,597.82643265209
14691,2014-05-30,10455720138.4848,hitbtc,588.4179171642639
14692,2014-05-30,10455720138.4848,kraken,600.415349731676
14693,2014-05-30,10455720138.4848,others,590.0909850573872
14695,2014-05-31,10455720138.4848,itbit,624.767582417582
14696,2014-05-31,10455720138.4848,bitfinex,622.372444489066
14701,2014-05-31,10455720138.4848,hitbtc,614.837161064125
14702,2014-05-31,10455720138.4848,kraken,622.320602558275
14703,2014-05-31,10455720138.4848,others,619.1122963160187
14705,2014-06-01,10455720138.4848,itbit,654.434523556707
14706,2014-06-01,10455720138.4848,bitfinex,645.866049778451
14711,2014-06-01,10455720138.4848,hitbtc,638.438846935799
14712,2014-06-01,10455720138.4848,kraken,644.144317282116
14713,2014-06-01,10455720138.4848,others,641.461752011125
14715,2014-06-02,10455720138.4848,itbit,644.858164973817
14716,2014-06-02,10455720138.4848,bitfinex,637.650558645071
14721,2014-06-02,10455720138.4848,hitbtc,633.228392353094
14722,2014-06-02,10455720138.4848,kraken,642.618147850997
14723,2014-06-02,10455720138.4848,others,633.7574367623712
14725,2014-06-03,10455720138.4848,itbit,679.9584050739251
14726,2014-06-03,10455720138.4848,bitfinex,666.2192567385749
14731,2014-06-03,10455720138.4848,hitbtc,669.955095377171
14732,2014-06-03,10455720138.4848,kraken,664.407469626207
14733,2014-06-03,10455720138.4848,others,661.4882090571642
14735,2014-06-04,10455720138.4848,itbit,655.6105530788919
14736,2014-06-04,10455720138.4848,bitfinex,642.44309681177
14741,2014-06-04,10455720138.4848,hitbtc,649.731630142687
14742,2014-06-04,10455720138.4848,kraken,638.604128990096
14743,2014-06-04,10455720138.4848,others,643.6159923583897
14745,2014-06-05,11756551916.904,itbit,660.484970045934
14746,2014-06-05,11756551916.904,bitfinex,653.683628888223
14751,2014-06-05,11756551916.904,hitbtc,659.8821766696959
14752,2014-06-05,11756551916.904,kraken,656.740318461538
14753,2014-06-05,11756551916.904,others,652.0248085306406
14755,2014-06-06,11756551916.904,itbit,661.380957532721
14756,2014-06-06,11756551916.904,bitfinex,656.872194409002
14761,2014-06-06,11756551916.904,hitbtc,663.994967203713
14762,2014-06-06,11756551916.904,kraken,657.152122184343
14763,2014-06-06,11756551916.904,others,656.3965947797262
14765,2014-06-07,11756551916.904,itbit,659.359369047619
14766,2014-06-07,11756551916.904,bitfinex,653.1925397462841
14771,2014-06-07,11756551916.904,hitbtc,658.75637956317
14772,2014-06-07,11756551916.904,kraken,649.5958304999999
14773,2014-06-07,11756551916.904,others,651.0153610787482
14775,2014-06-08,11756551916.904,itbit,662.4400714285711
14776,2014-06-08,11756551916.904,bitfinex,656.765312832891
14781,2014-06-08,11756551916.904,hitbtc,661.834349194306
14782,2014-06-08,11756551916.904,kraken,651.9665525
14783,2014-06-08,11756551916.904,others,654.0954451368513
14785,2014-06-09,11756551916.904,itbit,656.878895260377
14786,2014-06-09,11756551916.904,bitfinex,651.182361312534
14791,2014-06-09,11756551916.904,hitbtc,655.876445018976
14792,2014-06-09,11756551916.904,kraken,648.495171111111
14793,2014-06-09,11756551916.904,others,647.1126867133136
14795,2014-06-10,11756551916.904,itbit,655.939674603174
14796,2014-06-10,11756551916.904,bitfinex,657.290076426646
14801,2014-06-10,11756551916.904,hitbtc,654.617276596278
14802,2014-06-10,11756551916.904,kraken,652.409829833333
14803,2014-06-10,11756551916.904,others,648.4467917333898
14805,2014-06-11,11756551916.904,itbit,648.525612820513
14806,2014-06-11,11756551916.904,bitfinex,649.678212413812
14811,2014-06-11,11756551916.904,hitbtc,636.374452334616
14812,2014-06-11,11756551916.904,kraken,638.599525051486
14813,2014-06-11,11756551916.904,others,639.6969985193906
14815,2014-06-12,11756551916.904,itbit,624.929556765201
14816,2014-06-12,11756551916.904,bitfinex,628.255083067004
14821,2014-06-12,11756551916.904,hitbtc,618.3064710026661
14822,2014-06-12,11756551916.904,kraken,610.998458033955
14823,2014-06-12,11756551916.904,others,620.6523911475903
14825,2014-06-13,11756551916.904,itbit,592.7850890308999
14826,2014-06-13,11756551916.904,bitfinex,607.184547344257
14831,2014-06-13,11756551916.904,hitbtc,591.055199019411
14832,2014-06-13,11756551916.904,kraken,590.789606543816
14833,2014-06-13,11756551916.904,others,594.1723682532975
14835,2014-06-14,11756551916.904,itbit,564.2701509276039
14836,2014-06-14,11756551916.904,bitfinex,580.569848746296
14841,2014-06-14,11756551916.904,hitbtc,572.423789901183
14842,2014-06-14,11756551916.904,kraken,574.0174795746959
14843,2014-06-14,11756551916.904,others,580.5029865786562
14845,2014-06-15,11756551916.904,itbit,558.282015873016
14846,2014-06-15,11756551916.904,bitfinex,565.0875138403289
14851,2014-06-15,11756551916.904,hitbtc,567.098050993827
14852,2014-06-15,11756551916.904,kraken,567.499122618559
14853,2014-06-15,11756551916.904,others,567.7170502838662
14855,2014-06-16,11756551916.904,itbit,587.7593018018019
14856,2014-06-16,11756551916.904,bitfinex,597.5865813232759
14861,2014-06-16,11756551916.904,hitbtc,598.036566033955
14862,2014-06-16,11756551916.904,kraken,597.056434582993
14863,2014-06-16,11756551916.904,others,594.9074064053425
14865,2014-06-17,11756551916.904,itbit,595.527961808163
14866,2014-06-17,11756551916.904,bitfinex,601.143364777086
14871,2014-06-17,11756551916.904,hitbtc,597.149853101272
14872,2014-06-17,11756551916.904,kraken,597.802653222222
14873,2014-06-17,11756551916.904,others,595.4169905705846
14875,2014-06-18,13462580114.5253,itbit,612.1677398528029
14876,2014-06-18,13462580114.5253,bitfinex,609.322336913198
14881,2014-06-18,13462580114.5253,hitbtc,609.600281616285
14882,2014-06-18,13462580114.5253,kraken,609.468833512397
14883,2014-06-18,13462580114.5253,others,606.6429133135217
14885,2014-06-19,13462580114.5253,itbit,609.61244041923
14886,2014-06-19,13462580114.5253,bitfinex,606.21437332749
14891,2014-06-19,13462580114.5253,hitbtc,606.241769110744
14892,2014-06-19,13462580114.5253,kraken,607.735547608654
14893,2014-06-19,13462580114.5253,others,604.0714569310376
14895,2014-06-20,13462580114.5253,itbit,598.467461974505
14896,2014-06-20,13462580114.5253,bitfinex,592.439976323834
14901,2014-06-20,13462580114.5253,hitbtc,593.294572757531
14902,2014-06-20,13462580114.5253,kraken,592.555601964646
14903,2014-06-20,13462580114.5253,others,592.4027569828455
14905,2014-06-21,13462580114.5253,itbit,596.305376984127
14906,2014-06-21,13462580114.5253,bitfinex,592.461605462277
14911,2014-06-21,13462580114.5253,hitbtc,590.329653046311
14912,2014-06-21,13462580114.5253,kraken,590.3205305
14913,2014-06-21,13462580114.5253,others,592.4507744536578
14915,2014-06-22,13462580114.5253,itbit,611.129885628526
14916,2014-06-22,13462580114.5253,bitfinex,603.815662615981
14921,2014-06-22,13462580114.5253,hitbtc,600.441843283557
14922,2014-06-22,13462580114.5253,kraken,596.828312301587
14923,2014-06-22,13462580114.5253,others,604.8381255868171
14925,2014-06-23,13462580114.5253,itbit,598.1906428571431
14926,2014-06-23,13462580114.5253,bitfinex,591.306625342493
14931,2014-06-23,13462580114.5253,hitbtc,591.169691873409
14932,2014-06-23,13462580114.5253,kraken,589.273131593406
14933,2014-06-23,13462580114.5253,others,592.1720239361987
14935,2014-06-24,13462580114.5253,itbit,592.8582444444439
14936,2014-06-24,13462580114.5253,bitfinex,589.258293701508
14941,2014-06-24,13462580114.5253,hitbtc,586.080485604704
14942,2014-06-24,13462580114.5253,kraken,588.245746806891
14943,2014-06-24,13462580114.5253,others,589.3103506663933
14945,2014-06-25,13462580114.5253,itbit,576.204365893366
14946,2014-06-25,13462580114.5253,bitfinex,570.9442231363021
14951,2014-06-25,13462580114.5253,hitbtc,569.113470499172
14952,2014-06-25,13462580114.5253,kraken,569.969527636021
14953,2014-06-25,13462580114.5253,others,574.6876850286579
14955,2014-06-26,13462580114.5253,itbit,575.285873376623
14956,2014-06-26,13462580114.5253,bitfinex,573.4851186731951
14961,2014-06-26,13462580114.5253,hitbtc,567.792818131658
14962,2014-06-26,13462580114.5253,kraken,574.643021666667
14963,2014-06-26,13462580114.5253,others,572.3246755794574
14965,2014-06-27,13462580114.5253,itbit,588.635091640706
14966,2014-06-27,13462580114.5253,bitfinex,585.006805246764
14971,2014-06-27,13462580114.5253,hitbtc,579.409156791304
14972,2014-06-27,13462580114.5253,kraken,586.309469833333
14973,2014-06-27,13462580114.5253,others,585.7214634890448
14975,2014-06-28,13462580114.5253,itbit,604.376105709876
14976,2014-06-28,13462580114.5253,bitfinex,598.443435414792
14981,2014-06-28,13462580114.5253,hitbtc,591.681132583135
14982,2014-06-28,13462580114.5253,kraken,596.8625872857141
14983,2014-06-28,13462580114.5253,others,597.7448056826261
14985,2014-06-29,16818461371.1611,itbit,603.937688811189
14986,2014-06-29,16818461371.1611,bitfinex,597.4107645502539
14991,2014-06-29,16818461371.1611,hitbtc,590.54743577005
14992,2014-06-29,16818461371.1611,kraken,595.320839444444
14993,2014-06-29,16818461371.1611,others,593.960887684069
14995,2014-06-30,16818461371.1611,itbit,627.836521004484
14996,2014-06-30,16818461371.1611,bitfinex,622.113207361799
15001,2014-06-30,16818461371.1611,hitbtc,615.1353216889589
15002,2014-06-30,16818461371.1611,kraken,625.687781682823
15003,2014-06-30,16818461371.1611,others,622.6298503993711
15005,2014-07-01,16818461371.1611,itbit,651.641125767004
15006,2014-07-01,16818461371.1611,bitfinex,652.623141034375
15011,2014-07-01,16818461371.1611,hitbtc,642.6182082811911
15012,2014-07-01,16818461371.1611,kraken,646.008820365646
15013,2014-07-01,16818461371.1611,others,648.9527449770585
15015,2014-07-02,16818461371.1611,itbit,650.185503946628
15016,2014-07-02,16818461371.1611,bitfinex,649.143686613914
15021,2014-07-02,16818461371.1611,hitbtc,643.955802913187
15022,2014-07-02,16818461371.1611,kraken,647.544410763889
15023,2014-07-02,16818461371.1611,others,648.0245687613532
15025,2014-07-03,16818461371.1611,itbit,645.889970797721
15026,2014-07-03,16818461371.1611,bitfinex,646.0439436362909
15031,2014-07-03,16818461371.1611,hitbtc,646.568020245982
15032,2014-07-03,16818461371.1611,kraken,648.0221146726191
15033,2014-07-03,16818461371.1611,others,646.8570920399899
15035,2014-07-04,16818461371.1611,itbit,638.653602582956
15036,2014-07-04,16818461371.1611,bitfinex,639.3256180292
15041,2014-07-04,16818461371.1611,hitbtc,637.308767835875
15042,2014-07-04,16818461371.1611,kraken,638.8821687626261
15043,2014-07-04,16818461371.1611,others,636.3350662727478
15045,2014-07-05,16818461371.1611,itbit,632.451544117647
15046,2014-07-05,16818461371.1611,bitfinex,632.206741173574
15051,2014-07-05,16818461371.1611,hitbtc,630.1225441307689
15052,2014-07-05,16818461371.1611,kraken,626.596809861111
15053,2014-07-05,16818461371.1611,others,630.8526875800341
15055,2014-07-06,16818461371.1611,itbit,634.1527134986229
15056,2014-07-06,16818461371.1611,bitfinex,636.094596421185
15061,2014-07-06,16818461371.1611,hitbtc,632.659759780094
15062,2014-07-06,16818461371.1611,kraken,633.323785833333
15063,2014-07-06,16818461371.1611,others,640.6035460837163
15065,2014-07-07,16818461371.1611,itbit,626.9113046875
15066,2014-07-07,16818461371.1611,bitfinex,629.490476316711
15071,2014-07-07,16818461371.1611,hitbtc,627.9502038815809
15072,2014-07-07,16818461371.1611,kraken,625.515075338095
15073,2014-07-07,16818461371.1611,others,628.9638966061382
15075,2014-07-08,16818461371.1611,itbit,620.543394244971
15076,2014-07-08,16818461371.1611,bitfinex,623.143890978882
15081,2014-07-08,16818461371.1611,hitbtc,624.47897218905
15082,2014-07-08,16818461371.1611,kraken,619.552911523809
15083,2014-07-08,16818461371.1611,others,623.4141573837287
15085,2014-07-09,16818461371.1611,itbit,618.795490624571
15086,2014-07-09,16818461371.1611,bitfinex,624.680150043553
15091,2014-07-09,16818461371.1611,hitbtc,624.9861724398841
15092,2014-07-09,16818461371.1611,kraken,623.1970988888891
15093,2014-07-09,16818461371.1611,others,624.1100307480654
15095,2014-07-10,16818461371.1611,itbit,613.554854557616
15096,2014-07-10,16818461371.1611,bitfinex,618.496698629232
15101,2014-07-10,16818461371.1611,hitbtc,619.01338160672
15102,2014-07-10,16818461371.1611,kraken,618.92355
15103,2014-07-10,16818461371.1611,others,619.5475420508457
15105,2014-07-11,16818461371.1611,itbit,618.496142461778
15106,2014-07-11,16818461371.1611,bitfinex,623.457344380055
15111,2014-07-11,16818461371.1611,hitbtc,626.2494833997271
15112,2014-07-11,16818461371.1611,kraken,623.4656225
15113,2014-07-11,16818461371.1611,others,622.536506885525
15115,2014-07-12,17336316978.5078,itbit,625.955989823349
15116,2014-07-12,17336316978.5078,bitfinex,634.001122122349
15121,2014-07-12,17336316978.5078,hitbtc,635.915529784528
15122,2014-07-12,17336316978.5078,kraken,634.154788809524
15123,2014-07-12,17336316978.5078,others,631.2092129744002
15125,2014-07-13,17336316978.5078,itbit,623.824723776224
15126,2014-07-13,17336316978.5078,bitfinex,631.350630924559
15131,2014-07-13,17336316978.5078,hitbtc,634.265515358157
15132,2014-07-13,17336316978.5078,kraken,631.9515047692311
15133,2014-07-13,17336316978.5078,others,629.6992503828859
15135,2014-07-14,17336316978.5078,itbit,620.96024537037
15136,2014-07-14,17336316978.5078,bitfinex,622.754618200842
15141,2014-07-14,17336316978.5078,hitbtc,625.014176793476
15142,2014-07-14,17336316978.5078,kraken,625.3875906428569
15143,2014-07-14,17336316978.5078,others,622.4237309681369
15145,2014-07-15,17336316978.5078,itbit,620.76720211039
15146,2014-07-15,17336316978.5078,bitfinex,621.888696779783
15151,2014-07-15,17336316978.5078,hitbtc,622.914192053628
15152,2014-07-15,17336316978.5078,kraken,620.02698
15153,2014-07-15,17336316978.5078,others,623.6839628496191
15155,2014-07-16,17336316978.5078,itbit,620.641749890233
15156,2014-07-16,17336316978.5078,bitfinex,617.5398550595839
15161,2014-07-16,17336316978.5078,hitbtc,619.579972896859
15162,2014-07-16,17336316978.5078,kraken,619.282185764706
15163,2014-07-16,17336316978.5078,others,620.8165202326843
15165,2014-07-17,17336316978.5078,itbit,622.526900161508
15166,2014-07-17,17336316978.5078,bitfinex,619.339029194996
15171,2014-07-17,17336316978.5078,hitbtc,618.111576234081
15172,2014-07-17,17336316978.5078,kraken,619.859998717949
15173,2014-07-17,17336316978.5078,others,620.260897633568
15175,2014-07-18,17336316978.5078,itbit,620.4382336088289
15176,2014-07-18,17336316978.5078,bitfinex,623.3484017203231
15181,2014-07-18,17336316978.5078,hitbtc,625.571105797569
15182,2014-07-18,17336316978.5078,kraken,622.803424880952
15183,2014-07-18,17336316978.5078,others,627.3514934065606
15185,2014-07-19,17336316978.5078,itbit,622.679515151974
15186,2014-07-19,17336316978.5078,bitfinex,627.594940329483
15191,2014-07-19,17336316978.5078,hitbtc,630.265154816437
15192,2014-07-19,17336316978.5078,kraken,629.111104444444
15193,2014-07-19,17336316978.5078,others,627.2863854397999
15195,2014-07-20,17336316978.5078,itbit,619.560120819897
15196,2014-07-20,17336316978.5078,bitfinex,623.564093843763
15201,2014-07-20,17336316978.5078,hitbtc,626.081873478729
15202,2014-07-20,17336316978.5078,kraken,629.2366466666671
15203,2014-07-20,17336316978.5078,others,624.5528689307588
15205,2014-07-21,17336316978.5078,itbit,617.71246519314
15206,2014-07-21,17336316978.5078,bitfinex,619.4756880645559
15211,2014-07-21,17336316978.5078,hitbtc,622.402715819759
15212,2014-07-21,17336316978.5078,kraken,629.76875
15213,2014-07-21,17336316978.5078,others,622.4340253357053
15215,2014-07-22,17336316978.5078,itbit,615.950579365079
15216,2014-07-22,17336316978.5078,bitfinex,621.071241780985
15221,2014-07-22,17336316978.5078,hitbtc,623.870043408756
15222,2014-07-22,17336316978.5078,kraken,618.688185
15223,2014-07-22,17336316978.5078,others,622.7952941568948
15225,2014-07-23,17336316978.5078,itbit,613.950049856064
15226,2014-07-23,17336316978.5078,bitfinex,619.238775662368
15231,2014-07-23,17336316978.5078,hitbtc,622.202467752987
15232,2014-07-23,17336316978.5078,kraken,618.903239444444
15233,2014-07-23,17336316978.5078,others,623.6615501758457
15235,2014-07-24,17336316978.5078,itbit,607.8515318208799
15236,2014-07-24,17336316978.5078,bitfinex,608.716496727967
15241,2014-07-24,17336316978.5078,hitbtc,612.181078223368
15242,2014-07-24,17336316978.5078,kraken,608.098570089787
15243,2014-07-24,17336316978.5078,others,609.7918947456632
15245,2014-07-25,18736441558.3102,itbit,599.306494791667
15246,2014-07-25,18736441558.3102,bitfinex,600.371576261899
15251,2014-07-25,18736441558.3102,hitbtc,602.958330456294
15252,2014-07-25,18736441558.3102,kraken,602.7157244
15253,2014-07-25,18736441558.3102,others,602.2883947105753
15255,2014-07-26,18736441558.3102,itbit,593.829296296296
15256,2014-07-26,18736441558.3102,bitfinex,593.488194234106
15261,2014-07-26,18736441558.3102,hitbtc,596.178894253742
15262,2014-07-26,18736441558.3102,kraken,597.8299871875
15263,2014-07-26,18736441558.3102,others,596.6958601391792
15265,2014-07-27,18736441558.3102,itbit,592.075486434916
15266,2014-07-27,18736441558.3102,bitfinex,593.648006337789
15271,2014-07-27,18736441558.3102,hitbtc,596.412114535976
15272,2014-07-27,18736441558.3102,kraken,600.0
15273,2014-07-27,18736441558.3102,others,595.1981001672007
15275,2014-07-28,18736441558.3102,itbit,581.198944552278
15276,2014-07-28,18736441558.3102,bitfinex,582.058950578793
15281,2014-07-28,18736441558.3102,hitbtc,586.023087455757
15282,2014-07-28,18736441558.3102,kraken,587.8280508827941
15283,2014-07-28,18736441558.3102,others,584.6418001484521
15285,2014-07-29,18736441558.3102,itbit,578.4463096145021
15286,2014-07-29,18736441558.3102,bitfinex,582.926213894335
15291,2014-07-29,18736441558.3102,hitbtc,585.378671261289
15292,2014-07-29,18736441558.3102,kraken,587.097464466165
15293,2014-07-29,18736441558.3102,others,585.8938479379394
15295,2014-07-30,18736441558.3102,itbit,564.480885311448
15296,2014-07-30,18736441558.3102,bitfinex,574.964077421572
15301,2014-07-30,18736441558.3102,hitbtc,576.501090187089
15302,2014-07-30,18736441558.3102,kraken,578.269742541667
15303,2014-07-30,18736441558.3102,others,577.3169352356673
15305,2014-07-31,18736441558.3102,itbit,568.572319738003
15306,2014-07-31,18736441558.3102,bitfinex,576.149576476224
15311,2014-07-31,18736441558.3102,hitbtc,575.558204047709
15312,2014-07-31,18736441558.3102,kraken,582.265618664787
15313,2014-07-31,18736441558.3102,others,576.5760221504079
15315,2014-08-01,18736441558.3102,itbit,571.799166168229
15316,2014-08-01,18736441558.3102,bitfinex,590.4573621747049
15321,2014-08-01,18736441558.3102,hitbtc,592.990414611516
15322,2014-08-01,18736441558.3102,kraken,593.6415607999999
15323,2014-08-01,18736441558.3102,others,592.5548054083906
15325,2014-08-02,18736441558.3102,itbit,588.6762032967031
15326,2014-08-02,18736441558.3102,bitfinex,590.0241160246541
15331,2014-08-02,18736441558.3102,hitbtc,592.873940405248
15332,2014-08-02,18736441558.3102,kraken,592.6391156666671
15333,2014-08-02,18736441558.3102,others,591.4459562628165
15335,2014-08-03,18736441558.3102,itbit,581.53273015873
15336,2014-08-03,18736441558.3102,bitfinex,583.711623842091
15341,2014-08-03,18736441558.3102,hitbtc,585.398332063362
15342,2014-08-03,18736441558.3102,kraken,587.832748333333
15343,2014-08-03,18736441558.3102,others,587.993736695531
15345,2014-08-04,18736441558.3102,itbit,585.012638888889
15346,2014-08-04,18736441558.3102,bitfinex,586.855724338451
15351,2014-08-04,18736441558.3102,hitbtc,588.044762629795
15352,2014-08-04,18736441558.3102,kraken,591.46971047619
15353,2014-08-04,18736441558.3102,others,591.5998490071757
15355,2014-08-05,18736441558.3102,itbit,579.5869333951761
15356,2014-08-05,18736441558.3102,bitfinex,582.822219248417
15361,2014-08-05,18736441558.3102,hitbtc,583.2702495250351
15362,2014-08-05,18736441558.3102,kraken,584.497943469388
15363,2014-08-05,18736441558.3102,others,587.5996384414715
15365,2014-08-06,18736441558.3102,itbit,578.106491071429
15366,2014-08-06,18736441558.3102,bitfinex,580.574680426393
15371,2014-08-06,18736441558.3102,hitbtc,581.525377803581
15373,2014-08-06,18736441558.3102,others,586.0167018316056
15375,2014-08-07,18736441558.3102,itbit,580.8153987776931
15376,2014-08-07,18736441558.3102,bitfinex,583.714307916116
15381,2014-08-07,18736441558.3102,hitbtc,584.272811044855
15382,2014-08-07,18736441558.3102,kraken,585.222239298121
15383,2014-08-07,18736441558.3102,others,588.8989136023772
15385,2014-08-08,19729645940.5771,itbit,585.359327380952
15386,2014-08-08,19729645940.5771,bitfinex,591.951370863465
15391,2014-08-08,19729645940.5771,hitbtc,590.3598457560549
15392,2014-08-08,19729645940.5771,kraken,588.85697125
15393,2014-08-08,19729645940.5771,others,593.5021535299154
15395,2014-08-09,19729645940.5771,itbit,582.590299043062
15396,2014-08-09,19729645940.5771,bitfinex,587.347920860837
15401,2014-08-09,19729645940.5771,hitbtc,588.1288970567849
15402,2014-08-09,19729645940.5771,kraken,583.9324799999999
15403,2014-08-09,19729645940.5771,others,589.6546498661247
15405,2014-08-10,19729645940.5771,itbit,583.354441808192
15406,2014-08-10,19729645940.5771,bitfinex,588.574981397451
15411,2014-08-10,19729645940.5771,hitbtc,589.5897939516329
15412,2014-08-10,19729645940.5771,kraken,589.680995
15413,2014-08-10,19729645940.5771,others,590.925776416566
15415,2014-08-11,19729645940.5771,itbit,579.971639308608
15416,2014-08-11,19729645940.5771,bitfinex,582.822343697206
15421,2014-08-11,19729645940.5771,hitbtc,585.038239976993
15422,2014-08-11,19729645940.5771,kraken,582.011903466667
15423,2014-08-11,19729645940.5771,others,586.9365592093907
15425,2014-08-12,19729645940.5771,itbit,567.456014245014
15426,2014-08-12,19729645940.5771,bitfinex,568.4968173823829
15431,2014-08-12,19729645940.5771,hitbtc,568.839060432143
15432,2014-08-12,19729645940.5771,kraken,571.719549285714
15433,2014-08-12,19729645940.5771,others,572.2303258252427
15435,2014-08-13,19729645940.5771,itbit,550.55497743556
15436,2014-08-13,19729645940.5771,bitfinex,550.446907158338
15441,2014-08-13,19729645940.5771,hitbtc,552.196454032165
15442,2014-08-13,19729645940.5771,kraken,559.660685480006
15443,2014-08-13,19729645940.5771,others,553.0274791375641
15445,2014-08-14,19729645940.5771,itbit,519.983118879598
15446,2014-08-14,19729645940.5771,bitfinex,516.720977721219
15451,2014-08-14,19729645940.5771,hitbtc,520.412990417089
15452,2014-08-14,19729645940.5771,kraken,518.4984163005371
15453,2014-08-14,19729645940.5771,others,523.6752821810278
15455,2014-08-15,19729645940.5771,itbit,510.89157090558405
15456,2014-08-15,19729645940.5771,bitfinex,504.851871633854
15461,2014-08-15,19729645940.5771,hitbtc,508.03055631854596
15462,2014-08-15,19729645940.5771,kraken,516.962784098679
15463,2014-08-15,19729645940.5771,others,510.04104684263785
15465,2014-08-16,19729645940.5771,itbit,506.891040027808
15466,2014-08-16,19729645940.5771,bitfinex,501.50870616245004
15471,2014-08-16,19729645940.5771,hitbtc,503.742751356458
15472,2014-08-16,19729645940.5771,kraken,513.389019791667
15473,2014-08-16,19729645940.5771,others,504.8053088269919
15475,2014-08-17,19729645940.5771,itbit,504.63575851345297
15476,2014-08-17,19729645940.5771,bitfinex,504.197976213882
15481,2014-08-17,19729645940.5771,hitbtc,506.372338134136
15482,2014-08-17,19729645940.5771,kraken,509.97276304347804
15483,2014-08-17,19729645940.5771,others,506.25215598006486
15485,2014-08-18,19729645940.5771,itbit,485.053009930429
15486,2014-08-18,19729645940.5771,bitfinex,474.84696916193803
15491,2014-08-18,19729645940.5771,hitbtc,480.458707920563
15492,2014-08-18,19729645940.5771,kraken,481.643511824015
15493,2014-08-18,19729645940.5771,others,476.40488066949484
15495,2014-08-19,23844670038.8033,itbit,483.62642791003304
15496,2014-08-19,23844670038.8033,bitfinex,476.39912887599604
15501,2014-08-19,23844670038.8033,hitbtc,484.843035655197
15502,2014-08-19,23844670038.8033,kraken,485.341881516479
15503,2014-08-19,23844670038.8033,others,478.5165803040233
15505,2014-08-20,23844670038.8033,itbit,495.495515419736
15506,2014-08-20,23844670038.8033,bitfinex,490.257996025595
15511,2014-08-20,23844670038.8033,hitbtc,498.522395534913
