Time,bit-x,bitcoin24,bitcoinde,bitstamp,coinbase,gatecoin,itbit,kraken,mtgox,others
2013-07-05 00:00:00 UTC,,,,,,,,,12748.23317012,382.56178459
2013-07-06 00:00:00 UTC,,,,,,,,,2480.42671173,152.78677109
2013-07-07 00:00:00 UTC,,,,,,,,,5426.27202533,116.30136378
2013-07-08 00:00:00 UTC,,,,,,,,,7117.99671746,383.80081298
2013-07-09 00:00:00 UTC,,,,,,,,,4692.78969862,282.66438035
2013-07-10 00:00:00 UTC,,,,,,,,,7621.0509398,368.81041631
2013-07-11 00:00:00 UTC,,,,,,,,,3084.55262304,584.9382084099999
2013-07-12 00:00:00 UTC,,,,,,,,,10439.44818264,450.58214624000004
2013-07-13 00:00:00 UTC,,,,,,,,,2447.05231083,186.65792707
2013-07-14 00:00:00 UTC,,,,,,,,,1052.5326894,136.83988062999998
2013-07-15 00:00:00 UTC,,,,,,,,,2340.57096126,394.09844077
2013-07-16 00:00:00 UTC,,,,,,,,,2019.60189647,335.86413539
2013-07-17 00:00:00 UTC,,,,,,,,,1546.9665454,319.43310126999995
2013-07-18 00:00:00 UTC,,,,,,,,,6077.9791231,463.99391646000004
2013-07-19 00:00:00 UTC,,,,,,,,,2880.41173104,213.23935122
2013-07-20 00:00:00 UTC,,,,,,,,,1494.5714432,108.7585167
2013-07-21 00:00:00 UTC,,,,,,,,,760.55531362,90.74206387
2013-07-22 00:00:00 UTC,,,,,,,,,1103.85218069,239.90341007
2013-07-23 00:00:00 UTC,,,,,,,,,4450.22522597,352.69732407
2013-07-24 00:00:00 UTC,,,,,,,,,1928.44591158,288.27235890000003
2013-07-25 00:00:00 UTC,,,,,,,,,1370.74836512,387.5623304
2013-07-26 00:00:00 UTC,,,,,,,,,980.11543672,406.36638160999996
2013-07-27 00:00:00 UTC,,,,,,,,,1057.15537502,196.56657738
2013-07-28 00:00:00 UTC,,,,,,,,,6168.88221424,120.96984562
2013-07-29 00:00:00 UTC,,,,,,,,,4234.76602526,325.62191017
2013-07-30 00:00:00 UTC,,,,,,,,,4262.5146455,296.50816509000003
2013-07-31 00:00:00 UTC,,,,,,,,,5867.54466565,448.08470262
2013-08-01 00:00:00 UTC,,,,,,,,,1835.23740043,606.27108045
2013-08-02 00:00:00 UTC,,,,,,,,,4246.38620645,373.16900124
2013-08-03 00:00:00 UTC,,,,,,,,,646.29416811,127.14850286000001
2013-08-04 00:00:00 UTC,,,,,,,,,545.01120613,93.14595025
2013-08-05 00:00:00 UTC,,,,,,,,,1969.20952851,298.99867778
2013-08-06 00:00:00 UTC,,,,,,,,,1354.50503575,250.53209803
2013-08-07 00:00:00 UTC,,,,,,,,,1236.51767897,339.91131593
2013-08-08 00:00:00 UTC,,,,,,,,,2361.43861035,301.6122041
2013-08-09 00:00:00 UTC,,,,,,,,,1548.46800451,302.12219115
2013-08-10 00:00:00 UTC,,,,,,,,,805.28376896,210.12630893
2013-08-11 00:00:00 UTC,,,,,,,,,1138.9768038,137.7807049
2013-08-12 00:00:00 UTC,,,,,,,,,1879.59177677,223.19772786
2013-08-13 00:00:00 UTC,,,,,,,,,2363.39681479,447.57144421
2013-08-14 00:00:00 UTC,,,,,,,,,6589.43350532,339.63199436
2013-08-15 00:00:00 UTC,,,,,,,,,1580.27770026,242.87508556
2013-08-16 00:00:00 UTC,,,,,,,,,1809.79262671,268.58068613
2013-08-17 00:00:00 UTC,,,,,,,,,1349.35025173,133.71713405
2013-08-18 00:00:00 UTC,,,,,,,,,1517.82420311,120.35495446
2013-08-19 00:00:00 UTC,,,,,,,,,7900.2970178,366.87867904999996
2013-08-20 00:00:00 UTC,,,,,,,,,2015.97288836,415.44939123999995
2013-08-21 00:00:00 UTC,,,,,,,,,3853.38611622,449.31057029000004
2013-08-22 00:00:00 UTC,,,,,,,,,2125.85992349,323.78247625
2013-08-23 00:00:00 UTC,,,,,,,,,2668.13009067,286.30306355
2013-08-24 00:00:00 UTC,,,,,,,,,1551.64358524,129.94292061
2013-08-25 00:00:00 UTC,,,,,,,,,868.60622956,105.88277881
2013-08-26 00:00:00 UTC,,,,,,,,,1967.33182819,344.25896606000003
2013-08-27 00:00:00 UTC,,,,,,,,,7891.61298792,486.20823026000005
2013-08-28 00:00:00 UTC,,,,,,,,,2185.65653556,406.66947364
2013-08-29 00:00:00 UTC,,,,,,,,,1797.28011189,397.07433031
2013-08-30 00:00:00 UTC,,,,,,,,,8770.52004753001,410.65765734
2013-08-31 00:00:00 UTC,,,,,,,,,6041.34912214,598.3562216299999
2013-09-01 00:00:00 UTC,,,,,,,,,3506.46497766,142.28528174000002
2013-09-02 00:00:00 UTC,,,,,,,,,2793.79614916,421.10993475000004
2013-09-03 00:00:00 UTC,,,,,,,,,2809.27207385,440.2211621
2013-09-04 00:00:00 UTC,,,,,,,,,4394.69984282,591.23535095
2013-09-05 00:00:00 UTC,,,,,,,,,3102.11743668,329.23958028000004
2013-09-06 00:00:00 UTC,,,,,,,,,2515.85320644,359.66718449
2013-09-07 00:00:00 UTC,,,,,,,,,1641.02398464,198.80338940000001
2013-09-08 00:00:00 UTC,,,,,,,,,974.72050406,153.74325681
2013-09-09 00:00:00 UTC,,,,,,,,,4087.09777212,313.06102309
2013-09-10 00:00:00 UTC,,,,,,,,,1511.87961499,417.15763139
2013-09-11 00:00:00 UTC,,,,,,,,,4835.80256726,449.46171386
2013-09-12 00:00:00 UTC,,,,,,,,,1369.42890146,367.10702491000006
2013-09-13 00:00:00 UTC,,,,,,,,,1876.51923001,270.75632006
2013-09-14 00:00:00 UTC,,,,,,,,,906.6140683,178.53706258
2013-09-15 00:00:00 UTC,,,,,,,,,493.59440463,78.24119565000001
2013-09-16 00:00:00 UTC,,,,,,,,,2635.55530073,255.14056901
2013-09-17 00:00:00 UTC,,,,,,,,,1127.6003896,447.98639487
2013-09-18 00:00:00 UTC,,,,,,,,4.17998321,679.37552232,351.02005948
2013-09-19 00:00:00 UTC,,,,,,,,2.5,3280.70310595,436.33699332000003
2013-09-20 00:00:00 UTC,,,,,,,,,1350.89279757,388.19146444
2013-09-21 00:00:00 UTC,,,,,,,,1.5,410.96620056,169.43029492
2013-09-22 00:00:00 UTC,,,,,,,,1.0,981.27236715,132.72496693
2013-09-23 00:00:00 UTC,,,,,,,,0.5,1288.14267651,338.89727403
2013-09-24 00:00:00 UTC,,,,,,,,0.05506,1593.30680282,547.11544454
2013-09-25 00:00:00 UTC,,,,,,,,0.25,1636.46589908,569.42625934
2013-09-26 00:00:00 UTC,,,,,,,,,1410.97775378,418.88814899
2013-09-27 00:00:00 UTC,,,,,,,,,1724.48338438,518.5572575399999
2013-09-28 00:00:00 UTC,,,,,,,,0.01,1516.02512617,256.72460982999996
2013-09-29 00:00:00 UTC,,,,,,,,6.26761904,3080.50465073,309.88550724
2013-09-30 00:00:00 UTC,,,,,,,,1.63546454,1410.89410028,351.89790858000003
2013-10-01 00:00:00 UTC,,,,,,,,0.73125743,1550.49220099,858.0190116399999
2013-10-02 00:00:00 UTC,,,,,,,,9.11111,12990.80774965,1294.22582593
2013-10-03 00:00:00 UTC,,,,,,,,59.86229981,4335.54822475,589.08283147
2013-10-04 00:00:00 UTC,,,,,,,,2.169,3613.22629151,658.7981158199999
2013-10-05 00:00:00 UTC,,,,,,,,0.54,337.38357154,237.29375534
2013-10-06 00:00:00 UTC,,,,,,,,3.4825,676.94526989,215.18346232
2013-10-07 00:00:00 UTC,,,,,,,,19.69298478,1287.91781831,455.6940259599999
2013-10-08 00:00:00 UTC,,,,,,,,45.05960492,1558.94199544,728.46315042
2013-10-09 00:00:00 UTC,,,,,,,,28.50144826,1611.65273873,725.8414948100002
2013-10-10 00:00:00 UTC,,,,,,,,8.16306324,1259.02247231,844.33262885
2013-10-11 00:00:00 UTC,,,,,,,,13.4792203,948.02853981,463.02477459000005
2013-10-12 00:00:00 UTC,,,,,,,,5.25388422,967.55101572,262.86652311
2013-10-13 00:00:00 UTC,,,,,,,,22.37047,3562.2870979,319.51817768
2013-10-14 00:00:00 UTC,,,,,,,,10.07161593,6856.49447345,889.7838426400001
2013-10-15 00:00:00 UTC,,,,,,,,3.51615407,2981.39801442,1036.73471133
2013-10-16 00:00:00 UTC,,,,,,,,25.22095378,7358.63060283,1072.80946202
2013-10-17 00:00:00 UTC,,,,,,,,49.43848361,2094.27898831,545.6212406599999
2013-10-18 00:00:00 UTC,,,,,,,,23.40506257,4921.47683441,921.14356461
2013-10-19 00:00:00 UTC,,,,,,,,7.29380584,10776.91107027,508.82883728
2013-10-20 00:00:00 UTC,,,,,,,,0.02,1360.22646303,197.60169691
2013-10-21 00:00:00 UTC,,,,,,,,22.74,3910.343213,640.11505457
2013-10-22 00:00:00 UTC,,,,,,,,15.96241154,4729.92686462,1145.6275039500001
2013-10-23 00:00:00 UTC,,,,,,,,63.85814269,6276.74491576,1019.6280904099999
2013-10-24 00:00:00 UTC,,,,,,,,57.49443738,16597.71475136,1366.01768999
2013-10-25 00:00:00 UTC,,,,,,,,58.79380178,5538.48247091,759.67169124
2013-10-26 00:00:00 UTC,,,,,,,,28.36738404,1280.25066036,312.53355770999997
2013-10-27 00:00:00 UTC,,,,,,,,13.54619,1841.6223746,310.73414139000005
2013-10-28 00:00:00 UTC,,,,,,,,0.59,1846.50518926,539.39122947
2013-10-29 00:00:00 UTC,,,,,,,,20.81819555,1379.90338597,631.8041597
2013-10-30 00:00:00 UTC,,,,,,,,34.12504376,2589.25331141,583.6603864100001
2013-10-31 00:00:00 UTC,,,,,,,,27.44412582,1321.07401657,452.35609193
2013-11-01 00:00:00 UTC,,,,,,,,8.62730595,648.45102096,384.46697983
2013-11-02 00:00:00 UTC,,,,,,,,51.97646156,1257.13798377,282.42883972000004
2013-11-03 00:00:00 UTC,,,,,,,,14.6186369,1452.38985243,663.9289302599999
2013-11-04 00:00:00 UTC,,,,,,,,45.09830644,2967.60182078,845.33151469
2013-11-05 00:00:00 UTC,,,,,,,,56.22681565,5644.09946652,1166.89871899
2013-11-06 00:00:00 UTC,,,,,,,,81.01576411,3506.68907972,1017.0685275400001
2013-11-07 00:00:00 UTC,,,,,,,,110.18422453,8629.20352378,1452.0456924799998
2013-11-08 00:00:00 UTC,,,,,,,,79.09966278,5422.11280163,1101.99830768
2013-11-09 00:00:00 UTC,,,,,,,,121.07254131,6428.38675851,786.7542161900001
2013-11-10 00:00:00 UTC,,,,,,,,112.50151426,8916.14529706,974.0133183900001
2013-11-11 00:00:00 UTC,,,,,,,,106.27507392,1799.35451868,721.62258976
2013-11-12 00:00:00 UTC,,,,,,,,93.2674603,2784.62005119,1073.27600663
2013-11-13 00:00:00 UTC,,,,,,,,176.91278298,3930.34872123,1142.55680799
2013-11-14 00:00:00 UTC,,,,,,,,125.08084019,4081.87805682,1097.5037608300001
2013-11-15 00:00:00 UTC,,,,,,,,137.64526728,2966.84834316,1347.22867142
2013-11-16 00:00:00 UTC,,,,,,,,59.13835732,1048.75730978,481.2520978
2013-11-17 00:00:00 UTC,,,,,,,0.285,110.1617275,3254.87438169,756.9459457999999
2013-11-18 00:00:00 UTC,,,,,,,,246.36906874,7442.55539603,1539.32285262
2013-11-19 00:00:00 UTC,,,,,,,,406.29670835,12612.09682706,1874.63439071
2013-11-20 00:00:00 UTC,,,,,,,,385.76408854,10044.12246263,1453.4644040100002
2013-11-21 00:00:00 UTC,,,,,,,,265.33064734,4547.42923081,1139.9541280199999
2013-11-22 00:00:00 UTC,,,,,,,,248.71558671,1942.4788313,893.51972138
2013-11-23 00:00:00 UTC,,,,,,,,236.79880966,2663.36843054,862.1571763500001
2013-11-24 00:00:00 UTC,,,,,,,,140.73661875,2193.24199675,503.32053226
2013-11-25 00:00:00 UTC,,,,,,,,275.02194772,2038.62722086,678.31807358
2013-11-26 00:00:00 UTC,,,,,,,15.77,270.50834162,4021.12742216,1563.7972088000001
2013-11-27 00:00:00 UTC,,,,,,,,520.02240612,3893.72002189,1684.8748289999999
2013-11-28 00:00:00 UTC,,,,,,,0.3,459.77232861,3283.58504185,2626.9614217899993
2013-11-29 00:00:00 UTC,,,,,,,,363.95351492,3316.87109859,1959.7555365099997
2013-11-30 00:00:00 UTC,,,,,,,,197.22771747,1013.42619181,797.1359824000001
2013-12-01 00:00:00 UTC,,,,,,,0.2,728.91627771,8055.43476732,2781.5659776499997
2013-12-02 00:00:00 UTC,,,,,,,,342.23892326,3381.14942118,1712.1035402399998
2013-12-03 00:00:00 UTC,,,,,,,5.115,291.61454295,1666.935725,1163.62167967
2013-12-04 00:00:00 UTC,,,,,,,1.18,251.11199351,1812.45583381,1519.54558984
2013-12-05 00:00:00 UTC,,,,,,,0.22,816.19201866,8186.95954715,2657.3873696400005
2013-12-06 00:00:00 UTC,,,,,,,0.45,810.77705577,11215.65870192,2423.71400433
2013-12-07 00:00:00 UTC,,,,,,,0.44,1193.74325802,11280.60167412,3959.94884821
2013-12-08 00:00:00 UTC,,,,,,,,353.77485877,2989.06630147,1563.5816506200001
2013-12-09 00:00:00 UTC,,,,,,,,494.41971418,2359.91675363,1726.3274808899998
2013-12-10 00:00:00 UTC,,,,,,,,492.11270685,2560.64984221,1463.18642306
2013-12-11 00:00:00 UTC,,,,,,,0.3,566.56093971,2604.27755844,1755.73992225
2013-12-12 00:00:00 UTC,,,,,,,,146.14270585,1142.44847004,908.30390212
2013-12-13 00:00:00 UTC,,,,,,,3.62,346.10983022,1803.64570106,1161.8437537300001
2013-12-14 00:00:00 UTC,,,,,,,,127.58141866,395.1750241,440.88825450999997
2013-12-15 00:00:00 UTC,,,,,,,,231.53993382,849.01060002,752.84900636
2013-12-16 00:00:00 UTC,,,,,,,0.0215,1077.62079538,4596.80065394,2656.07475061
2013-12-17 00:00:00 UTC,,,,,,,,659.08172831,3099.23928901,1921.6919827000002
2013-12-18 00:00:00 UTC,,,,,,,0.0003,2528.60031216,13022.91168645,6442.13605638
2013-12-19 00:00:00 UTC,,,,,,,,1196.74182124,3629.99510612,2628.83773803
2013-12-20 00:00:00 UTC,,,,,,,,856.93558614,2744.40969335,1445.03667709
2013-12-21 00:00:00 UTC,,,,,,,,398.50140782,1141.02756527,694.9184859600001
2013-12-22 00:00:00 UTC,,,,,,,,479.17493961,911.10687192,722.1420004400001
2013-12-23 00:00:00 UTC,,,,,,,,287.53990823,1031.30051146,509.95450927999997
2013-12-24 00:00:00 UTC,,,,,,,,298.35509127,448.30456295,507.73095054
2013-12-25 00:00:00 UTC,,,,,,,,162.45040901,372.41396492,520.6991048900001
2013-12-26 00:00:00 UTC,,,,,,,,999.93931988,2249.83842033,1455.55283728
2013-12-27 00:00:00 UTC,,,,,,,,461.00876936,1631.88484872,940.7296852400001
2013-12-28 00:00:00 UTC,,,,,,,,219.28182394,1088.0550545,477.2307017400001
2013-12-29 00:00:00 UTC,,,,,,,,131.01555154,442.65564381,464.36630323
2013-12-30 00:00:00 UTC,,,,,,,,174.66796104,565.0506803,434.56200544
2013-12-31 00:00:00 UTC,,,,,,,,165.90095082,420.11544057,400.57635065000005
2014-01-01 00:00:00 UTC,,,,,,,,212.67696734,617.00508197,301.49151502
2014-01-02 00:00:00 UTC,,,,,,,25.5,482.20429038,1171.34109921,933.8873958400001
2014-01-03 00:00:00 UTC,,,,,,,13.5,625.99692174,1171.66006808,922.69837465
2014-01-04 00:00:00 UTC,,,,,,,,587.77079176,1216.60717099,555.24343266
2014-01-05 00:00:00 UTC,,,,,,,,1143.764663,2349.2475235,1116.34335341
2014-01-06 00:00:00 UTC,,,,,,,75.0,1399.72353183,2003.5546541,1715.0697953700012
2014-01-07 00:00:00 UTC,,,,,,,0.03,1104.16001586,1939.31225417,2037.8002626199998
2014-01-08 00:00:00 UTC,,,,,,,0.0001,523.27251653,894.65672679,1568.56446204
2014-01-09 00:00:00 UTC,,,,,,,,583.33433051,1035.43451639,1533.90532355
2014-01-10 00:00:00 UTC,,,,,,,,323.04737919,461.0224119,1274.52070303
2014-01-11 00:00:00 UTC,,,,,,,,561.25679195,982.3304534,703.64506434
2014-01-12 00:00:00 UTC,,,,,,,,477.75793092,807.89021955,1208.3759626199999
2014-01-13 00:00:00 UTC,,,,,,,,607.29369353,817.89399197,1235.65214452
2014-01-14 00:00:00 UTC,,,,,,,,274.65847099,306.29306935,703.07725141
2014-01-15 00:00:00 UTC,,,,,,,0.1,346.36364197,678.16831633,655.4248608400001
2014-01-16 00:00:00 UTC,,,,,,,,293.7493758,477.56729868,429.95429438
2014-01-17 00:00:00 UTC,,,,,,,,684.73499283,1385.31758228,820.5982327400001
2014-01-18 00:00:00 UTC,,,,,,,,282.181119,280.44301784,252.05242257000003
2014-01-19 00:00:00 UTC,,,,,,,0.1,331.49333765,434.390186450001,250.94003860999993
2014-01-20 00:00:00 UTC,,,,,,,,186.0792289,1055.61595897,380.32466022999995
2014-01-21 00:00:00 UTC,,,,,,,,240.35885873,861.77072561,404.83569717000006
2014-01-22 00:00:00 UTC,,,,,,,,248.13988207,535.3564256,391.1527295899999
2014-01-23 00:00:00 UTC,,,,,,,,186.77501071,409.85191168,569.89924463
2014-01-24 00:00:00 UTC,,,,,,,3.0,461.40820413,685.75992513,775.2355241900001
2014-01-25 00:00:00 UTC,,,,,,,2.05,191.33798754,893.61074687,349.64098794
2014-01-26 00:00:00 UTC,,,,,,,,236.82064425,2335.60116402,411.29436097000007
2014-01-27 00:00:00 UTC,,,25.82020625,,,,6.03,632.4594848,1046.46932398,1223.57428795
2014-01-28 00:00:00 UTC,,,471.07890943,,,,,540.09830289,1208.64781246,743.04166505
2014-01-29 00:00:00 UTC,,,329.37616264,,,,,240.56327348,928.14353914,469.52977526999996
2014-01-30 00:00:00 UTC,,,450.99349251,,,,,374.27484208,738.08154241,724.01743855
2014-01-31 00:00:00 UTC,,,332.32792538,,,,,198.43785049,268.54121714,381.47113475
2014-02-01 00:00:00 UTC,,,319.31172353,,,,,229.58025867,323.07952947,349.44195428000006
2014-02-02 00:00:00 UTC,,,341.50453955,,,,10.0,150.36622541,218.38958153,159.96153237000001
2014-02-03 00:00:00 UTC,,,490.23596779,,,,,208.4146271,589.29922254,429.43194560999996
2014-02-04 00:00:00 UTC,,,268.90682224,,,,,292.6206602,665.89148998,465.64857623999995
2014-02-05 00:00:00 UTC,,,309.22920415,,,,9.0,229.8458542,755.56684733,516.73204163
2014-02-06 00:00:00 UTC,,,610.2406357,,,,0.0001,587.67998646,2036.07548358,833.49065459
2014-02-07 00:00:00 UTC,,,1300.20484846,,,,10.001,1448.68947735,5764.44728675,1598.34158615
2014-02-08 00:00:00 UTC,,,369.7493284,,,,,366.53079925,3018.04564801,616.8297428100001
2014-02-09 00:00:00 UTC,,,469.47854898,,,,,449.10112124,2182.4328552,387.47827985000004
2014-02-10 00:00:00 UTC,,,1544.12815419,,,,12.245,1454.27924432,6637.20530491,2135.11918464
2014-02-11 00:00:00 UTC,,,665.32707002,,,,,1109.35389784,1726.66557196,1346.2627018599999
2014-02-12 00:00:00 UTC,,,506.09634179,,,,,578.00482686,3287.46690613,571.95867507
2014-02-13 00:00:00 UTC,,,781.02729332,,,,,931.41851177,2990.91150322,821.72101564
2014-02-14 00:00:00 UTC,,,1626.69432739,,,,3.0,1789.82134508,9399.5720946,1662.3221753799999
2014-02-15 00:00:00 UTC,,,222.40080187,,,,,410.31067371,6143.79077628,421.08669777
2014-02-16 00:00:00 UTC,,,570.97317369,,,,29.1292,911.9658399,13082.36532873,835.1793012700001
2014-02-17 00:00:00 UTC,,,568.85275781,,,,,886.99551173,6636.58173351,662.51543045
2014-02-18 00:00:00 UTC,,,382.79843843,,,,,509.40384399,7387.71631031,567.37890312
2014-02-19 00:00:00 UTC,,,538.13310167,,,,,379.26309695,5714.6046152,404.16180173
2014-02-20 00:00:00 UTC,,,702.02783627,,,,6.0,1600.99943876,16229.06644258,1232.87977589
2014-02-21 00:00:00 UTC,,,763.71887416,,,,,1147.17131688,13197.83899833,889.7134476599999
2014-02-22 00:00:00 UTC,,,612.47990637,,,,58.0,1080.22850689,12059.44357033,698.26438175
2014-02-23 00:00:00 UTC,,,498.56151635,,,,59.01,1061.68489684,5587.05066851,1055.87123692
2014-02-24 00:00:00 UTC,,,723.54219718,,,,,1055.88459296,10746.67726463,764.3551512399999
2014-02-25 00:00:00 UTC,,,2230.27392626,,,,91.0,2228.74939794,4927.63302707999,2171.6640996
2014-02-26 00:00:00 UTC,,,997.47431844,,,,13.316,1867.34684378,,1303.79613053
2014-02-27 00:00:00 UTC,,,495.39156306,,,,,888.32209174,,514.50346493
2014-02-28 00:00:00 UTC,,,695.41809452,,,,4.01,1343.53802639,,1002.8049162200001
2014-03-01 00:00:00 UTC,,,311.99139826,,,,,391.15130002,,283.90037359
2014-03-02 00:00:00 UTC,,,322.20053328,,,,,317.07488353,,221.31804073
2014-03-03 00:00:00 UTC,,,1339.82220066,,,,31.925,2820.50171809,,1872.3352377200001
2014-03-04 00:00:00 UTC,,,1021.60359842,,,,2.0,1806.61737466,,1215.75787049
2014-03-05 00:00:00 UTC,,,401.50045112,,,,2.65,873.92038318,,668.93904503
2014-03-06 00:00:00 UTC,,,337.31558547,,,,6.289,705.33737599,,548.47275313
2014-03-07 00:00:00 UTC,,,376.70145258,,,,0.01,1197.81750756,,852.4898146400001
2014-03-08 00:00:00 UTC,,,307.93167196,,,,5.0,550.156437,,363.14184929
2014-03-09 00:00:00 UTC,,,200.14380801,,,,1.08,643.03194041,,360.39640389
2014-03-10 00:00:00 UTC,,,390.09572395,,,,5.0942,574.10988982,,573.31714659
2014-03-11 00:00:00 UTC,,,413.17998241,,,,,447.58652549,,384.52976556
2014-03-12 00:00:00 UTC,,,369.70061814,,,,,563.10440169,,559.98644417
2014-03-13 00:00:00 UTC,,,350.26548855,,,,,398.54080354,,437.31003717
2014-03-14 00:00:00 UTC,,,200.03121059,,,,0.0001,475.62139021,,465.80287112999997
2014-03-15 00:00:00 UTC,,,115.22832,,,,,343.44428002,,215.74488447
2014-03-16 00:00:00 UTC,,,118.44754253,,,,,147.56457996,,181.93145060999998
2014-03-17 00:00:00 UTC,,,398.47277772,,,,,476.40138107,,450.10778709
2014-03-18 00:00:00 UTC,,,422.73521629,,,,23.0,853.8866388,,796.8003163300001
2014-03-19 00:00:00 UTC,,,351.81668907,,,,,571.80921518,,534.0296824
2014-03-20 00:00:00 UTC,,,378.32549794,,,,,735.32827505,,667.9812029
2014-03-21 00:00:00 UTC,,,424.92443289,,,,,1103.66085876,,667.9931834399999
2014-03-22 00:00:00 UTC,,,387.03172756,,,,,736.18534974,,359.70067506999993
2014-03-23 00:00:00 UTC,,,182.58124116,,,,1.815,290.05545421,,177.7820519200001
2014-03-24 00:00:00 UTC,,,476.87680293,,,,4.61,872.49140267,,524.47051198
2014-03-25 00:00:00 UTC,,,281.40856804,,,,,689.77954152,,427.80257933000007
2014-03-26 00:00:00 UTC,,,316.10614973,,,,0.01,785.65929441,,442.53046685
2014-03-27 00:00:00 UTC,,,983.24537942,,,,1.8834,2198.46816794,,1347.86905335
2014-03-28 00:00:00 UTC,,,480.40823302,,,,,1221.35183226,,752.94171046
2014-03-29 00:00:00 UTC,,,229.18016055,,,,,443.92634757,,402.51336341
2014-03-30 00:00:00 UTC,,,838.88989839,,,,96.0589,1378.02518645,,947.67467423
2014-03-31 00:00:00 UTC,,,645.39973852,,,,1.0,813.51764377,,830.84318888
2014-04-01 00:00:00 UTC,,,790.15644535,,,,30.1706,1565.35296887,,874.23071604
2014-04-02 00:00:00 UTC,,,715.28259872,,,,12.2986,1771.90951562,,1215.13862653
2014-04-03 00:00:00 UTC,,,672.1115514,,,,,1365.82874224,,753.1486582599999
2014-04-04 00:00:00 UTC,,,322.35667436,,,,,751.34291476,,687.3151637000001
2014-04-05 00:00:00 UTC,,,144.82768944,,,,,393.58413113,,394.06633877999997
2014-04-06 00:00:00 UTC,,,207.38863486,,,,,275.12296381,,394.51517013
2014-04-07 00:00:00 UTC,,,333.98056845,,,,20.01,598.08840429,,663.50890699
2014-04-08 00:00:00 UTC,,,316.67813672,,,,0.01,537.25047668,,837.72844168
2014-04-09 00:00:00 UTC,,,314.79468687,,,,,788.48302562,,1019.44505448
2014-04-10 00:00:00 UTC,,,1156.94358642,,,,100.5027,2634.85961891,,2178.18518363
2014-04-11 00:00:00 UTC,,,974.12601108,,,,60.0,2622.62984723,,1934.2086902600001
2014-04-12 00:00:00 UTC,,,152.92424016,,,,,532.65621235,,941.59721165
2014-04-13 00:00:00 UTC,,,240.74023206,,,,,815.61002103,,835.130859
2014-04-14 00:00:00 UTC,,,771.20692057,,,,8.3728,2256.71308982,,1287.86659352
2014-04-15 00:00:00 UTC,,,868.63715884,,,,60.01,2791.40236332,,1485.62992759
2014-04-16 00:00:00 UTC,,,695.51478898,,,,0.01,2578.94523087,,1923.3173362600003
2014-04-17 00:00:00 UTC,,,279.41744224,,,,,1468.12446241,,1739.1857090699998
2014-04-18 00:00:00 UTC,,,241.96206242,,,,,658.04439131,,1518.0219680499997
2014-04-19 00:00:00 UTC,,,117.2084623,,,,,717.08561048,,1480.408635
2014-04-20 00:00:00 UTC,,,203.54168443,,,,14.59,291.72926319,,1260.1218989899999
2014-04-21 00:00:00 UTC,,,119.71025967,,,,,386.81120506,,1307.5074609700002
2014-04-22 00:00:00 UTC,,,267.33397581,,,,,291.53843558,,1497.38295071
2014-04-23 00:00:00 UTC,,,301.50797998,,,,,481.84285413,,1482.9646273999997
2014-04-24 00:00:00 UTC,,,486.04799491,,,,,632.99293825,,1537.6051848100003
2014-04-25 00:00:00 UTC,,,539.84160201,,,,0.02,1744.4082719,,1812.1459513600003
2014-04-26 00:00:00 UTC,,,176.91115788,,,,,683.11258512,,1270.7049864100004
2014-04-27 00:00:00 UTC,,,232.80866992,,,,,596.93332677,,1334.97769745
2014-04-28 00:00:00 UTC,,,555.16990856,,,,,975.35188531,,1683.4079432899998
2014-04-29 00:00:00 UTC,,,316.90040231,,,,,1125.81554383,,1744.0379653700002
2014-04-30 00:00:00 UTC,,,282.56797939,,,,,787.6024828,,1558.1700145700001
2014-05-01 00:00:00 UTC,,,358.25965771,,,,,613.65181508,,1496.1350640299997
2014-05-02 00:00:00 UTC,,,215.03361788,,,,,637.90747597,,1476.88250586
2014-05-03 00:00:00 UTC,,,129.88891212,,,,,579.1135082,,1289.56009211
2014-05-04 00:00:00 UTC,,,257.42741521,,,,,179.88028218,,1171.63885349
2014-05-05 00:00:00 UTC,,,410.22366933,,,,,543.8644523,,1490.4052890500002
2014-05-06 00:00:00 UTC,,,399.91762512,,,,,739.15790407,,1550.57328367
2014-05-07 00:00:00 UTC,,,598.78639295,,,,60.31,1046.9807128,,1710.34566613
2014-05-08 00:00:00 UTC,,,269.90762646,,,,,620.04257558,,1365.2689016499999
2014-05-09 00:00:00 UTC,,,347.91289646,,,,,906.76267697,,1601.03024493
2014-05-10 00:00:00 UTC,,,300.75090112,,,,0.01,278.24067545,,1287.84024658
2014-05-11 00:00:00 UTC,,,248.07230368,,,,24.2289,629.77643699,,1295.3175111699998
2014-05-12 00:00:00 UTC,,,304.04586533,,,,9.7145,366.38531988,,1414.05739965
2014-05-13 00:00:00 UTC,,,313.9191426,,,,,440.8322051,,1436.5643663899998
2014-05-14 00:00:00 UTC,,,444.29817372,,,,,661.20392518,,1495.4805941599998
2014-05-15 00:00:00 UTC,,,312.16999803,,,,,444.95089015,,1162.09939581
2014-05-16 00:00:00 UTC,,,276.37645066,,,,22.7641,333.07713899,,666.33255766
2014-05-17 00:00:00 UTC,,,123.53046654,,,,,129.26785721,,393.66300487
2014-05-18 00:00:00 UTC,,,171.83608568,,,,,186.66466875,,346.46271616
2014-05-19 00:00:00 UTC,,,281.2915338,,,,10.01,324.57976263,,514.47339484
