Time,anxbtc,itbit,localbitcoins,mtgox
2013-02-14 00:00:00 UTC,,,,2.78177245
2013-02-17 00:00:00 UTC,,,,3.0
2013-02-19 00:00:00 UTC,,,,1.0
2013-02-22 00:00:00 UTC,,,,0.07516263
2013-02-23 00:00:00 UTC,,,,0.81341006
2013-02-26 00:00:00 UTC,,,,211.52650215
2013-02-28 00:00:00 UTC,,,,1.71676351
2013-03-01 00:00:00 UTC,,,,1.0001
2013-03-04 00:00:00 UTC,,,,0.54147711
2013-03-05 00:00:00 UTC,,,,106.36356551
2013-03-06 00:00:00 UTC,,,,84.09801149
2013-03-07 00:00:00 UTC,,,,444.32103063
2013-03-08 00:00:00 UTC,,,,3.9877347
2013-03-09 00:00:00 UTC,,,,0.05510205
2013-03-11 00:00:00 UTC,,,,35.71175277
2013-03-12 00:00:00 UTC,,,,10.09328081
2013-03-13 00:00:00 UTC,,,,1.9479026
2013-03-18 00:00:00 UTC,,,,99.69497124
2013-03-19 00:00:00 UTC,,,,2.15205648
2013-03-20 00:00:00 UTC,,,,0.21219124
2013-03-21 00:00:00 UTC,,,,22.7715847
2013-03-22 00:00:00 UTC,,,,250.86639002
2013-03-23 00:00:00 UTC,,,0.4922,1.5
2013-03-25 00:00:00 UTC,,,,44.20701
2013-03-26 00:00:00 UTC,,,,79.71395942
2013-03-27 00:00:00 UTC,,,,6.08953628
2013-03-28 00:00:00 UTC,,,0.4936,51.7049143
2013-03-29 00:00:00 UTC,,,,1.0
2013-04-01 00:00:00 UTC,,,,306.15544149
2013-04-02 00:00:00 UTC,,,,4.0586
2013-04-03 00:00:00 UTC,,,,219.85348769
2013-04-04 00:00:00 UTC,,,,114.19136869
2013-04-05 00:00:00 UTC,,,,14.93515518
2013-04-06 00:00:00 UTC,,,,35.6193
2013-04-07 00:00:00 UTC,,,,3.15500013
2013-04-08 00:00:00 UTC,,,,230.7056304
2013-04-09 00:00:00 UTC,,,,4.26726759
2013-04-10 00:00:00 UTC,,,,230.62627478
2013-04-11 00:00:00 UTC,,,,42.77217597
2013-04-12 00:00:00 UTC,,,,139.4571534
2013-04-13 00:00:00 UTC,,,,14.2
2013-04-14 00:00:00 UTC,,,,22.625
2013-04-15 00:00:00 UTC,,,,141.52517564
2013-04-16 00:00:00 UTC,,,,212.55643406
2013-04-17 00:00:00 UTC,,,,15.1769731
2013-04-18 00:00:00 UTC,,,,93.52517933
2013-04-19 00:00:00 UTC,,,,29.27753816
2013-04-20 00:00:00 UTC,,,,2.094
2013-04-21 00:00:00 UTC,,,,9.05
2013-04-22 00:00:00 UTC,,,,0.05941082
2013-04-23 00:00:00 UTC,,,,7.20134162
2013-04-24 00:00:00 UTC,,,,47.786
2013-04-25 00:00:00 UTC,,,,26.53253288
2013-04-26 00:00:00 UTC,,,,6.9676
2013-04-27 00:00:00 UTC,,,,1.09812765
2013-04-28 00:00:00 UTC,,,,1.0
2013-04-29 00:00:00 UTC,,,,8.955
2013-04-30 00:00:00 UTC,,,,17.06
2013-05-01 00:00:00 UTC,,,,90.70027703
2013-05-02 00:00:00 UTC,,,1.0143,14.59779907
2013-05-03 00:00:00 UTC,,,,50.03547144
2013-05-04 00:00:00 UTC,,,,1.0
2013-05-05 00:00:00 UTC,,,,
2013-05-06 00:00:00 UTC,,,,
2013-05-07 00:00:00 UTC,,,,0.79
2013-05-08 00:00:00 UTC,,,,41.75116777
2013-05-09 00:00:00 UTC,,,,
2013-05-10 00:00:00 UTC,,,,0.25
2013-05-11 00:00:00 UTC,,,,8.1132
2013-05-12 00:00:00 UTC,,,,
2013-05-13 00:00:00 UTC,,,,
2013-05-14 00:00:00 UTC,,,,47.67070757
2013-05-15 00:00:00 UTC,,,,1.00007535
2013-05-16 00:00:00 UTC,,,,10.0
2013-05-17 00:00:00 UTC,,,,14.03619818
2013-05-18 00:00:00 UTC,,,,3.09917605
2013-05-19 00:00:00 UTC,,,,
2013-05-20 00:00:00 UTC,,,,1.2212
2013-05-21 00:00:00 UTC,,,,54.32263777
2013-05-22 00:00:00 UTC,,,,
2013-05-23 00:00:00 UTC,,,,0.39750197
2013-05-24 00:00:00 UTC,,,,
2013-05-25 00:00:00 UTC,,,,33.3234
2013-05-26 00:00:00 UTC,,,,18.26722844
2013-05-27 00:00:00 UTC,,,,0.11238013
2013-05-28 00:00:00 UTC,,,,1.32795214
2013-05-29 00:00:00 UTC,,,,0.05
2013-05-30 00:00:00 UTC,,,1.1,36.23757598
2013-05-31 00:00:00 UTC,,,,
2013-06-01 00:00:00 UTC,,,,
2013-06-02 00:00:00 UTC,,,,8.8753
2013-06-03 00:00:00 UTC,,,,0.1035
2013-06-04 00:00:00 UTC,,,,
2013-06-05 00:00:00 UTC,,,,1.02
2013-06-06 00:00:00 UTC,,,,
2013-06-07 00:00:00 UTC,,,,50.68140966
2013-06-08 00:00:00 UTC,,,,10.0495
2013-06-09 00:00:00 UTC,,,,0.91059
2013-06-10 00:00:00 UTC,,,,0.02176889
2013-06-11 00:00:00 UTC,,,,8.0
2013-06-12 00:00:00 UTC,,,,
2013-06-13 00:00:00 UTC,,,,11.21431681
2013-06-14 00:00:00 UTC,,,,6.5
2013-06-15 00:00:00 UTC,,,,6.0
2013-06-16 00:00:00 UTC,,,,5.0
2013-06-17 00:00:00 UTC,,,,
2013-06-18 00:00:00 UTC,,,,
2013-06-19 00:00:00 UTC,,,,
2013-06-20 00:00:00 UTC,,,,2.05339522
2013-06-21 00:00:00 UTC,,,,
2013-06-22 00:00:00 UTC,,,,
2013-06-23 00:00:00 UTC,,,,
2013-06-24 00:00:00 UTC,,,,
2013-06-25 00:00:00 UTC,,,,
2013-06-26 00:00:00 UTC,,,,
2013-06-27 00:00:00 UTC,,,,
2013-06-28 00:00:00 UTC,,,,19.58329426
2013-06-29 00:00:00 UTC,,,,11.36579614
2013-06-30 00:00:00 UTC,,,,
2013-07-01 00:00:00 UTC,,,,0.055
2013-07-02 00:00:00 UTC,,,,
2013-07-03 00:00:00 UTC,,,,22.5754
2013-07-04 00:00:00 UTC,,,,
2013-07-05 00:00:00 UTC,,,,
2013-07-06 00:00:00 UTC,,,0.083,
2013-07-07 00:00:00 UTC,,,,
2013-07-08 00:00:00 UTC,,,,1.0
2013-07-09 00:00:00 UTC,,,,25.0
2013-07-10 00:00:00 UTC,,,,
2013-07-11 00:00:00 UTC,,,,
2013-07-12 00:00:00 UTC,,,,
2013-07-13 00:00:00 UTC,,,,
2013-07-14 00:00:00 UTC,,,,
2013-07-15 00:00:00 UTC,,,,
2013-07-16 00:00:00 UTC,,,,
2013-07-17 00:00:00 UTC,,,,0.01407392
2013-07-18 00:00:00 UTC,,,,0.0521
2013-07-19 00:00:00 UTC,,,,
2013-07-20 00:00:00 UTC,,,,
2013-07-21 00:00:00 UTC,,,,
2013-07-22 00:00:00 UTC,,,,
2013-07-23 00:00:00 UTC,,,,
2013-07-24 00:00:00 UTC,,,,
2013-07-25 00:00:00 UTC,,,,
2013-07-26 00:00:00 UTC,,,,
2013-07-27 00:00:00 UTC,,,,
2013-07-28 00:00:00 UTC,,,,
2013-07-29 00:00:00 UTC,,,,
2013-07-30 00:00:00 UTC,,,,
2013-07-31 00:00:00 UTC,,,,25.49975857
2013-08-01 00:00:00 UTC,,,,
2013-08-02 00:00:00 UTC,,,1.0,
2013-08-03 00:00:00 UTC,,,,
2013-08-04 00:00:00 UTC,,,,
2013-08-05 00:00:00 UTC,,,,20.0
2013-08-06 00:00:00 UTC,,,0.3192,10.0
2013-08-07 00:00:00 UTC,,,,8.8886
2013-08-09 00:00:00 UTC,,,,20.0
2013-08-11 00:00:00 UTC,,,,
2013-08-12 00:00:00 UTC,,,,20.0
2013-08-13 00:00:00 UTC,,,,
2013-08-14 00:00:00 UTC,,,,20.0
2013-08-15 00:00:00 UTC,,,1.9924,2.21906532
2013-08-16 00:00:00 UTC,,,,5.635
2013-08-17 00:00:00 UTC,,,,
2013-08-18 00:00:00 UTC,,,0.3217,
2013-08-19 00:00:00 UTC,,,,665.95539151
2013-08-20 00:00:00 UTC,,,,32.0
2013-08-21 00:00:00 UTC,,,1.086,
2013-08-22 00:00:00 UTC,,,,
2013-08-23 00:00:00 UTC,,,1.1,
2013-08-24 00:00:00 UTC,,,,
2013-08-25 00:00:00 UTC,,,0.8177,
2013-08-26 00:00:00 UTC,,,,15.0
2013-08-27 00:00:00 UTC,,,,
2013-08-28 00:00:00 UTC,,,,
2013-08-29 00:00:00 UTC,,,,
2013-08-30 00:00:00 UTC,,,,
2013-08-31 00:00:00 UTC,,,,
2013-09-01 00:00:00 UTC,,,0.2299,10.52240943
2013-09-02 00:00:00 UTC,,,,
2013-09-03 00:00:00 UTC,,,,
2013-09-04 00:00:00 UTC,,,,
2013-09-05 00:00:00 UTC,,,,
2013-09-06 00:00:00 UTC,,,,
2013-09-07 00:00:00 UTC,,,,
2013-09-08 00:00:00 UTC,,,,
2013-09-09 00:00:00 UTC,,,,
2013-09-10 00:00:00 UTC,,,,0.00959324
2013-09-11 00:00:00 UTC,,,,
2013-09-12 00:00:00 UTC,,,,
2013-09-13 00:00:00 UTC,,,,
2013-09-14 00:00:00 UTC,,,,
2013-09-15 00:00:00 UTC,,,,
2013-09-16 00:00:00 UTC,,,,
2013-09-17 00:00:00 UTC,,,,
2013-09-18 00:00:00 UTC,,,,
2013-09-19 00:00:00 UTC,,,,
2013-09-20 00:00:00 UTC,,,0.602,
2013-09-21 00:00:00 UTC,,,,
2013-09-22 00:00:00 UTC,,,0.1213,
2013-09-23 00:00:00 UTC,,,,
2013-09-24 00:00:00 UTC,,,,
2013-09-25 00:00:00 UTC,,,5.002,
2013-09-26 00:00:00 UTC,,,4.0461,26.105
2013-09-27 00:00:00 UTC,,,,
2013-09-28 00:00:00 UTC,,,4.8946,
2013-09-29 00:00:00 UTC,,,0.36,
2013-09-30 00:00:00 UTC,,,2.2917,4.33198132
2013-10-01 00:00:00 UTC,,,5.8672,
2013-10-02 00:00:00 UTC,,,3.5497,45.51935643
2013-10-03 00:00:00 UTC,,,,
2013-10-04 00:00:00 UTC,,,,0.43900178
2013-10-05 00:00:00 UTC,,,,
2013-10-06 00:00:00 UTC,,,1.0,
2013-10-07 00:00:00 UTC,,,0.2553,
2013-10-08 00:00:00 UTC,,,8.9633,
2013-10-09 00:00:00 UTC,,,8.1404,
2013-10-10 00:00:00 UTC,,,11.0319,
2013-10-11 00:00:00 UTC,,,4.959,7.0486
2013-10-12 00:00:00 UTC,,,,
2013-10-13 00:00:00 UTC,,,2.3678,
2013-10-14 00:00:00 UTC,,,,
2013-10-15 00:00:00 UTC,,,4.236,0.01067157
2013-10-16 00:00:00 UTC,,,8.6152,
2013-10-17 00:00:00 UTC,,,,
2013-10-18 00:00:00 UTC,,,8.2611,5.039
2013-10-19 00:00:00 UTC,,,,
2013-10-20 00:00:00 UTC,,,10.408,
2013-10-21 00:00:00 UTC,,,14.79,
2013-10-22 00:00:00 UTC,,,22.11452,
2013-10-23 00:00:00 UTC,,,14.3043,
2013-10-24 00:00:00 UTC,,,8.666,
2013-10-25 00:00:00 UTC,,,11.5884,
2013-10-26 00:00:00 UTC,,,10.9435,
2013-10-27 00:00:00 UTC,,,16.0241,
2013-10-28 00:00:00 UTC,,,42.7008,
2013-10-29 00:00:00 UTC,,,3.5957,
2013-10-30 00:00:00 UTC,,,13.7499,
2013-10-31 00:00:00 UTC,,,19.9069,
2013-11-01 00:00:00 UTC,,,0.1774,
2013-11-02 00:00:00 UTC,,,49.0439,
2013-11-03 00:00:00 UTC,,,,
2013-11-04 00:00:00 UTC,,,1.86607,
2013-11-05 00:00:00 UTC,,,15.7132,7.15094
2013-11-06 00:00:00 UTC,,,21.3474,
2013-11-07 00:00:00 UTC,,,8.36119198,5.83057943
2013-11-08 00:00:00 UTC,,,5.1744,24.3303
2013-11-09 00:00:00 UTC,,,,1.96636812
2013-11-10 00:00:00 UTC,,,,46.6725
2013-11-11 00:00:00 UTC,,,,
2013-11-12 00:00:00 UTC,,,0.218,
2013-11-13 00:00:00 UTC,,,0.5173,
2013-11-14 00:00:00 UTC,,,8.57,
2013-11-15 00:00:00 UTC,,,32.46,5.69999998
2013-11-16 00:00:00 UTC,,,0.8066,
2013-11-17 00:00:00 UTC,,,4.0526,
2013-11-18 00:00:00 UTC,,2.0,1.864,37.48943263
2013-11-19 00:00:00 UTC,,,,1.14999999
2013-11-20 00:00:00 UTC,,11.136,6.0,
2013-11-21 00:00:00 UTC,,3.98,,1.0
2013-11-22 00:00:00 UTC,,1.5225,15.4038,0.0585
2013-11-23 00:00:00 UTC,,,6.1909,9.03028
2013-11-24 00:00:00 UTC,,15.1927,1.1198,7.9633
2013-11-25 00:00:00 UTC,,,6.7923,1.01
2013-11-26 00:00:00 UTC,,15.68,12.056,0.03685847
2013-11-27 00:00:00 UTC,,9.2195,1.0,16.65246473
2013-11-28 00:00:00 UTC,,37.03,8.145,5.88394895
2013-11-29 00:00:00 UTC,,25.6388,9.0663,4.90487362
2013-11-30 00:00:00 UTC,,11.601,0.7164,0.06733034
2013-12-01 00:00:00 UTC,,5.9,,2.29045136
2013-12-02 00:00:00 UTC,,3.91,0.0127,
2013-12-03 00:00:00 UTC,,1.837,,
2013-12-04 00:00:00 UTC,,27.2699,0.0288,
2013-12-05 00:00:00 UTC,,25.393,,3.0595369
2013-12-06 00:00:00 UTC,,11.623,,6.20244902
2013-12-07 00:00:00 UTC,,21.3789,0.0411,66.15857534
2013-12-08 00:00:00 UTC,,3.741,,16.0
2013-12-09 00:00:00 UTC,,11.3188,1.0071,13.02214408
2013-12-10 00:00:00 UTC,,28.7656,2.8267,5.0
2013-12-11 00:00:00 UTC,,3.39,6.0,
2013-12-12 00:00:00 UTC,,8.6978,,5.0
2013-12-13 00:00:00 UTC,,29.665,0.3879,
2013-12-14 00:00:00 UTC,,1.0001,0.08913708,
2013-12-15 00:00:00 UTC,,7.271,,0.06499511
2013-12-16 00:00:00 UTC,,41.4654,,5.0
2013-12-17 00:00:00 UTC,,120.0517,2.8615,
2013-12-18 00:00:00 UTC,,269.3008,15.9007,16.33991628
2013-12-19 00:00:00 UTC,,189.04,5.3443,15.08624648
2013-12-20 00:00:00 UTC,,91.1293,6.5294,0.5
2013-12-21 00:00:00 UTC,,5.4544,,7.25
2013-12-22 00:00:00 UTC,,17.3613,,
2013-12-23 00:00:00 UTC,,78.8391,,
2013-12-24 00:00:00 UTC,,107.1346,0.24,12.70739072
2013-12-25 00:00:00 UTC,,27.5209,3.57,2.69236431
2013-12-26 00:00:00 UTC,,140.5455,0.1506,3.0
2013-12-27 00:00:00 UTC,,72.1275,1.1,1.0
2013-12-28 00:00:00 UTC,,50.798,,3.272163
2013-12-29 00:00:00 UTC,,18.74,3.3363,
2013-12-30 00:00:00 UTC,,101.1163,2.03,
2013-12-31 00:00:00 UTC,,55.5415,6.1113,
2014-01-01 00:00:00 UTC,,62.5778,,
2014-01-02 00:00:00 UTC,,53.645,0.5,
2014-01-03 00:00:00 UTC,,30.8836,0.1153,
2014-01-04 00:00:00 UTC,,8.75,0.5265,
2014-01-05 00:00:00 UTC,,9.1255,,
2014-01-06 00:00:00 UTC,,65.6901,6.9806,
2014-01-07 00:00:00 UTC,,56.3187,2.0,0.0804878
2014-01-08 00:00:00 UTC,,110.5438,2.5617,0.01
2014-01-09 00:00:00 UTC,,108.2694,1.0987,
2014-01-10 00:00:00 UTC,,22.9262,0.7952,
2014-01-11 00:00:00 UTC,0.02497,17.3688,1.0839,
2014-01-12 00:00:00 UTC,,5.5303,0.2197,
2014-01-13 00:00:00 UTC,,51.8668,7.5001,1.38072249
2014-01-14 00:00:00 UTC,,48.4859,1.1695,
2014-01-15 00:00:00 UTC,0.02,65.232,1.2932,
2014-01-16 00:00:00 UTC,,23.5475,1.2992,
2014-01-17 00:00:00 UTC,,93.3905,2.3713,0.0543298
2014-01-18 00:00:00 UTC,,2.625,0.8342,
2014-01-19 00:00:00 UTC,,2.1817,0.5435,
2014-01-20 00:00:00 UTC,,1.1098,2.4375,
2014-01-21 00:00:00 UTC,,34.6615,21.0362,
2014-01-22 00:00:00 UTC,,22.4509,9.1571,
2014-01-23 00:00:00 UTC,,37.7046,0.2956,
2014-01-24 00:00:00 UTC,,29.3232,2.0,
2014-01-25 00:00:00 UTC,,34.1164,2.0785,
2014-01-26 00:00:00 UTC,,0.53,3.0879,
2014-01-27 00:00:00 UTC,,27.4041,0.7041,
2014-01-28 00:00:00 UTC,,39.7856,3.5893,0.08965882
2014-01-29 00:00:00 UTC,,17.161,3.2582,
2014-01-30 00:00:00 UTC,,17.1727,4.883,
2014-01-31 00:00:00 UTC,,14.392,1.9525,
2014-02-01 00:00:00 UTC,,7.3382,2.6055,
2014-02-02 00:00:00 UTC,,3429.0173,3.0121,
2014-02-03 00:00:00 UTC,,9.257,0.4286,
2014-02-04 00:00:00 UTC,,19.108,3.6612,1.0
2014-02-05 00:00:00 UTC,,5.325,,
2014-02-06 00:00:00 UTC,0.023,26.4142,0.6812,0.23
2014-02-07 00:00:00 UTC,,41.8834,2.0686,0.36582191
2014-02-08 00:00:00 UTC,,19.632,0.9648,
2014-02-09 00:00:00 UTC,,12.358,0.4559,1.00702557
2014-02-10 00:00:00 UTC,,13.459,9.8906,6.5704161
2014-02-11 00:00:00 UTC,,31.7013,9.0408,1.3
2014-02-12 00:00:00 UTC,,11.4997,0.4159,13.0
2014-02-13 00:00:00 UTC,,24.661,3.5167,0.13689
2014-02-14 00:00:00 UTC,,87.2188,2.756,1.42948
2014-02-15 00:00:00 UTC,,39.8599,0.933,1.0
2014-02-16 00:00:00 UTC,,65.497,,14.46307564
2014-02-17 00:00:00 UTC,,12.511,0.5236,6.62
2014-02-18 00:00:00 UTC,,9.2397,0.1665,
2014-02-19 00:00:00 UTC,,8.0123,0.9055,4.32127931
2014-02-20 00:00:00 UTC,,56.6525,,2.07976756
2014-02-21 00:00:00 UTC,,26.0025,1.0408,
2014-02-22 00:00:00 UTC,,12.702,4.7274,11.47104821
2014-02-23 00:00:00 UTC,,19.9139,12.7706,
2014-02-24 00:00:00 UTC,,2.8752,1.5824,
2014-02-25 00:00:00 UTC,,64.4512,4.0,
2014-02-26 00:00:00 UTC,,41.57,5.6077,
2014-02-27 00:00:00 UTC,,5.934,3.8348,
2014-02-28 00:00:00 UTC,,140.8911,2.7319,
2014-03-01 00:00:00 UTC,,4.7549,2.7723,
2014-03-02 00:00:00 UTC,,0.133,,
2014-03-03 00:00:00 UTC,,57.1777,7.3108,
2014-03-04 00:00:00 UTC,,20.4062,7.2957,
2014-03-05 00:00:00 UTC,,23.8068,0.6902,
2014-03-06 00:00:00 UTC,,6.0722,6.0992,
2014-03-07 00:00:00 UTC,0.03,20.5675,0.2886,
2014-03-08 00:00:00 UTC,0.2825,15.3278,1.0592,
2014-03-09 00:00:00 UTC,,3.6149,0.5589,
2014-03-10 00:00:00 UTC,,6.927,0.1217,
2014-03-11 00:00:00 UTC,,12.0616,1.8959,
2014-03-12 00:00:00 UTC,,5.424,2.2162,
2014-03-13 00:00:00 UTC,,1.244,0.2138,
2014-03-14 00:00:00 UTC,,7.5425,1.4779,
2014-03-15 00:00:00 UTC,,5.087,0.4327,
2014-03-16 00:00:00 UTC,,16.266,1.2558,
2014-03-17 00:00:00 UTC,,33.676,3.1802,
2014-03-18 00:00:00 UTC,,27.0407,1.4456,
2014-03-19 00:00:00 UTC,,15.227,6.8084,
2014-03-20 00:00:00 UTC,0.03568,32.8333,4.4760321,
2014-03-21 00:00:00 UTC,,25.0715,4.7696621,
2014-03-22 00:00:00 UTC,,12.375,0.4216524,
2014-03-23 00:00:00 UTC,,3.928,0.3599103,
2014-03-24 00:00:00 UTC,,40.4296,0.9410331,
2014-03-25 00:00:00 UTC,,30.9684,0.3578297,
2014-03-26 00:00:00 UTC,,11.478,0.316346,
2014-03-27 00:00:00 UTC,,81.1258,0.2026397,
2014-03-28 00:00:00 UTC,,37.5502,3.9750854,
2014-03-29 00:00:00 UTC,,67.8847,,
2014-03-30 00:00:00 UTC,,36.2846,4.6575919,
2014-03-31 00:00:00 UTC,,20.1604,2.3178839,
2014-04-01 00:00:00 UTC,,60.7891,0.8669268,
2014-04-02 00:00:00 UTC,,62.8161,0.4708689,
2014-04-03 00:00:00 UTC,,150.6701,2.5112837,
2014-04-04 00:00:00 UTC,,25.0858,0.1694484,
2014-04-05 00:00:00 UTC,,4.743,1.0710422,
2014-04-06 00:00:00 UTC,,20.6362,0.3249379,
2014-04-07 00:00:00 UTC,,43.146,0.4907298,
2014-04-08 00:00:00 UTC,,5.347,0.1646578,
2014-04-09 00:00:00 UTC,,24.9335,1.0,
2014-04-10 00:00:00 UTC,,95.0168,1.7419961,
2014-04-11 00:00:00 UTC,,16.5875,3.7009622,
2014-04-12 00:00:00 UTC,,7.4792,1.0959992,
2014-04-13 00:00:00 UTC,,3.9945,1.4900019,
2014-04-14 00:00:00 UTC,,17.9097,0.9515071,
2014-04-15 00:00:00 UTC,,28.3962,0.1480253,
2014-04-16 00:00:00 UTC,,26.4956,1.5,
2014-04-17 00:00:00 UTC,,11.4664,3.0,
2014-04-18 00:00:00 UTC,,4.71,1.693815,
2014-04-19 00:00:00 UTC,,10.6876,,
2014-04-20 00:00:00 UTC,,4.456,1.147859,
2014-04-21 00:00:00 UTC,,4.2135,5.5409959,
2014-04-22 00:00:00 UTC,,12.95,1.7712216,
2014-04-23 00:00:00 UTC,,,,
2014-04-24 00:00:00 UTC,,0.6,0.3042,
2014-04-25 00:00:00 UTC,,30.7721,0.5393,
2014-04-26 00:00:00 UTC,,23.4229,0.698,
2014-04-27 00:00:00 UTC,,1.178,1.1348,
2014-04-28 00:00:00 UTC,,6.696,0.5391,
2014-04-29 00:00:00 UTC,,3.676,0.2,
2014-04-30 00:00:00 UTC,,16.93,,
2014-05-01 00:00:00 UTC,,27.7752,0.313,
2014-05-02 00:00:00 UTC,,5.89,0.6628,
2014-05-03 00:00:00 UTC,,29.5451,0.1359,
2014-05-04 00:00:00 UTC,,19.507,,
2014-05-05 00:00:00 UTC,,24.104,0.433,
2014-05-06 00:00:00 UTC,,5.9,2.2178,
2014-05-07 00:00:00 UTC,,16.79,1.0524,
